year,state,County,State Code,Deaths,Population
1999,AL,"Baldwin County, AL",1,22,137555
1999,AL,"Calhoun County, AL",1,29,114910
1999,AL,"Chambers County, AL",1,10,36527
1999,AL,"Colbert County, AL",1,14,54715
1999,AL,"Dallas County, AL",1,11,46722
1999,AL,"DeKalb County, AL",1,15,63593
1999,AL,"Etowah County, AL",1,23,104002
1999,AL,"Jackson County, AL",1,10,53433
1999,AL,"Jefferson County, AL",1,149,662845
1999,AL,"Lauderdale County, AL",1,13,87590
1999,AL,"Lee County, AL",1,17,112898
1999,AL,"Limestone County, AL",1,12,64880
1999,AL,"Madison County, AL",1,27,274692
1999,AL,"Marshall County, AL",1,23,81992
1999,AL,"Mobile County, AL",1,83,399323
1999,AL,"Montgomery County, AL",1,52,223548
1999,AL,"Morgan County, AL",1,14,110670
1999,AL,"Shelby County, AL",1,20,140502
1999,AL,"Tallapoosa County, AL",1,11,41649
1999,AL,"Tuscaloosa County, AL",1,29,164411
1999,AL,"Walker County, AL",1,21,70784
1999,AK,"Anchorage Borough, AK",2,27,259348
1999,AK,"Fairbanks North Star Borough, AK",2,13,83390
1999,AZ,"Cochise County, AZ",4,19,116530
1999,AZ,"Coconino County, AZ",4,18,115307
1999,AZ,"Gila County, AZ",4,11,50990
1999,AZ,"Maricopa County, AZ",4,476,3004985
1999,AZ,"Mohave County, AZ",4,37,150351
1999,AZ,"Pima County, AZ",4,144,828905
1999,AZ,"Pinal County, AZ",4,23,173364
1999,AZ,"Yavapai County, AZ",4,43,162943
1999,AZ,"Yuma County, AZ",4,18,155665
1999,AR,"Benton County, AR",5,20,148636
1999,AR,"Crittenden County, AR",5,14,50530
1999,AR,"Garland County, AR",5,18,87177
1999,AR,"Jefferson County, AR",5,17,84178
1999,AR,"Pulaski County, AR",5,66,360312
1999,AR,"Sebastian County, AR",5,10,113302
1999,AR,"Washington County, AR",5,15,154627
1999,CA,"Alameda County, CA",6,122,1427114
1999,CA,"Butte County, CA",6,18,201282
1999,CA,"Contra Costa County, CA",6,99,936983
1999,CA,"El Dorado County, CA",6,16,154381
1999,CA,"Fresno County, CA",6,70,789405
1999,CA,"Humboldt County, CA",6,17,126676
1999,CA,"Kern County, CA",6,68,655428
1999,CA,"Los Angeles County, CA",6,1091,9437290
1999,CA,"Madera County, CA",6,12,121883
1999,CA,"Mendocino County, CA",6,14,85665
1999,CA,"Merced County, CA",6,24,206734
1999,CA,"Monterey County, CA",6,36,396267
1999,CA,"Nevada County, CA",6,12,90899
1999,CA,"Orange County, CA",6,176,2815933
1999,CA,"Placer County, CA",6,14,240928
1999,CA,"Riverside County, CA",6,151,1507912
1999,CA,"Sacramento County, CA",6,120,1206659
1999,CA,"San Bernardino County, CA",6,200,1681601
1999,CA,"San Diego County, CA",6,202,2789593
1999,CA,"San Francisco County, CA",6,50,774716
1999,CA,"San Joaquin County, CA",6,57,552424
1999,CA,"San Luis Obispo County, CA",6,13,243480
1999,CA,"San Mateo County, CA",6,42,704538
1999,CA,"Santa Barbara County, CA",6,20,396906
1999,CA,"Santa Clara County, CA",6,82,1671498
1999,CA,"Santa Cruz County, CA",6,12,253667
1999,CA,"Shasta County, CA",6,34,161987
1999,CA,"Solano County, CA",6,29,387657
1999,CA,"Sonoma County, CA",6,28,453421
1999,CA,"Stanislaus County, CA",6,38,438609
1999,CA,"Tulare County, CA",6,36,364708
1999,CA,"Ventura County, CA",6,46,743357
1999,CA,"Yolo County, CA",6,15,165269
1999,CO,"Adams County, CO",8,39,354146
1999,CO,"Arapahoe County, CO",8,43,482262
1999,CO,"Boulder County, CO",8,17,285901
1999,CO,"Denver County, CO",8,66,548848
1999,CO,"Douglas County, CO",8,10,162866
1999,CO,"El Paso County, CO",8,51,509044
1999,CO,"Fremont County, CO",8,12,45655
1999,CO,"Jefferson County, CO",8,70,523325
1999,CO,"Larimer County, CO",8,16,246884
1999,CO,"Mesa County, CO",8,24,114827
1999,CO,"Pueblo County, CO",8,23,140184
1999,CO,"Weld County, CO",8,14,174342
1999,CT,"Fairfield County, CT",9,49,877043
1999,CT,"Hartford County, CT",9,53,853039
1999,CT,"Litchfield County, CT",9,11,181328
1999,CT,"Middlesex County, CT",9,12,153340
1999,CT,"New Haven County, CT",9,44,820396
1999,CT,"New London County, CT",9,16,257568
1999,DE,"Kent County, DE",10,10,125611
1999,DE,"New Castle County, DE",10,45,496079
1999,DE,"Sussex County, DE",10,13,153300
1999,DC,"District of Columbia, DC",11,163,570213
1999,FL,"Alachua County, FL",12,17,215847
1999,FL,"Bay County, FL",12,17,148149
1999,FL,"Brevard County, FL",12,45,472138
1999,FL,"Broward County, FL",12,136,1594130
1999,FL,"Charlotte County, FL",12,13,140240
1999,FL,"Citrus County, FL",12,20,116634
1999,FL,"Clay County, FL",12,11,138704
1999,FL,"Collier County, FL",12,16,245094
1999,FL,"Duval County, FL",12,101,773150
1999,FL,"Escambia County, FL",12,28,293956
1999,FL,"Hernando County, FL",12,16,129263
1999,FL,"Highlands County, FL",12,20,86604
1999,FL,"Hillsborough County, FL",12,120,984930
1999,FL,"Indian River County, FL",12,12,111294
1999,FL,"Lake County, FL",12,23,205123
1999,FL,"Lee County, FL",12,48,431981
1999,FL,"Leon County, FL",12,17,235871
1999,FL,"Manatee County, FL",12,21,259053
1999,FL,"Marion County, FL",12,42,254964
1999,FL,"Martin County, FL",12,15,125974
1999,FL,"Miami-Dade County, FL",12,262,2220961
1999,FL,"Okaloosa County, FL",12,16,169054
1999,FL,"Orange County, FL",12,86,875681
1999,FL,"Osceola County, FL",12,12,167021
1999,FL,"Palm Beach County, FL",12,123,1116913
1999,FL,"Pasco County, FL",12,38,337533
1999,FL,"Pinellas County, FL",12,107,917379
1999,FL,"Polk County, FL",12,56,478047
1999,FL,"Putnam County, FL",12,12,70499
1999,FL,"St. Johns County, FL",12,12,119646
1999,FL,"St. Lucie County, FL",12,14,190349
1999,FL,"Santa Rosa County, FL",12,11,116070
1999,FL,"Sarasota County, FL",12,36,322839
1999,FL,"Seminole County, FL",12,33,360168
1999,FL,"Volusia County, FL",12,58,438368
1999,GA,"Baldwin County, GA",13,11,44440
1999,GA,"Bartow County, GA",13,10,74128
1999,GA,"Bibb County, GA",13,37,154254
1999,GA,"Carroll County, GA",13,15,85082
1999,GA,"Chatham County, GA",13,54,231630
1999,GA,"Cherokee County, GA",13,12,137416
1999,GA,"Clarke County, GA",13,17,100173
1999,GA,"Clayton County, GA",13,23,229966
1999,GA,"Cobb County, GA",13,74,588871
1999,GA,"Colquitt County, GA",13,11,41737
1999,GA,"DeKalb County, GA",13,86,656625
1999,GA,"Dougherty County, GA",13,17,96199
1999,GA,"Douglas County, GA",13,17,90955
1999,GA,"Floyd County, GA",13,16,89659
1999,GA,"Fulton County, GA",13,173,807365
1999,GA,"Glynn County, GA",13,10,67426
1999,GA,"Gwinnett County, GA",13,35,567569
1999,GA,"Hall County, GA",13,18,134781
1999,GA,"Henry County, GA",13,21,113011
1999,GA,"Houston County, GA",13,15,109216
1999,GA,"Lowndes County, GA",13,20,91472
1999,GA,"Muscogee County, GA",13,28,185734
1999,GA,"Richmond County, GA",13,24,199395
1999,GA,"Spalding County, GA",13,11,58227
1999,GA,"Walker County, GA",13,11,60960
1999,HI,"Honolulu County, HI",15,31,878906
1999,ID,"Ada County, ID",16,25,294292
1999,ID,"Bannock County, ID",16,10,75527
1999,ID,"Bonneville County, ID",16,11,81576
1999,ID,"Canyon County, ID",16,16,126720
1999,ID,"Kootenai County, ID",16,11,106346
1999,IL,"Cook County, IL",17,734,5365344
1999,IL,"DuPage County, IL",17,16,898083
1999,IL,"Kane County, IL",17,28,396371
1999,IL,"Kankakee County, IL",17,14,103675
1999,IL,"Lake County, IL",17,27,633094
1999,IL,"McHenry County, IL",17,10,255448
1999,IL,"Madison County, IL",17,32,258739
1999,IL,"Peoria County, IL",17,20,184042
1999,IL,"Rock Island County, IL",17,11,149961
1999,IL,"St. Clair County, IL",17,57,256201
1999,IL,"Sangamon County, IL",17,21,188957
1999,IL,"Will County, IL",17,32,486207
1999,IL,"Winnebago County, IL",17,27,276752
1999,IN,"Allen County, IN",18,26,328699
1999,IN,"Clark County, IN",18,13,95651
1999,IN,"Delaware County, IN",18,11,118772
1999,IN,"Elkhart County, IN",18,12,180645
1999,IN,"Grant County, IN",18,10,73740
1999,IN,"Johnson County, IN",18,10,113173
1999,IN,"Lake County, IN",18,124,484792
1999,IN,"Madison County, IN",18,18,133334
1999,IN,"Marion County, IN",18,156,857461
1999,IN,"Monroe County, IN",18,12,120325
1999,IN,"Porter County, IN",18,13,145815
1999,IN,"St. Joseph County, IN",18,28,264952
1999,IN,"Vanderburgh County, IN",18,16,171966
1999,IN,"Vigo County, IN",18,10,106231
1999,IA,"Linn County, IA",19,10,189931
1999,IA,"Polk County, IA",19,32,370592
1999,KS,"Ford County, KS",20,10,31992
1999,KS,"Johnson County, KS",20,30,443434
1999,KS,"Leavenworth County, KS",20,13,68368
1999,KS,"Sedgwick County, KS",20,45,451808
1999,KS,"Shawnee County, KS",20,23,169499
1999,KS,"Wyandotte County, KS",20,44,157980
1999,KY,"Fayette County, KY",21,33,258704
1999,KY,"Hardin County, KY",21,11,93269
1999,KY,"Jefferson County, KY",21,83,691879
1999,KY,"Kenton County, KY",21,19,150914
1999,KY,"Knox County, KY",21,10,31582
1999,KY,"McCracken County, KY",21,13,65553
1999,KY,"Pulaski County, KY",21,10,55993
1999,KY,"Warren County, KY",21,16,91550
1999,LA,"Ascension Parish, LA",22,17,74662
1999,LA,"Bossier Parish, LA",22,12,97284
1999,LA,"Caddo Parish, LA",22,59,251876
1999,LA,"Calcasieu Parish, LA",22,22,183417
1999,LA,"East Baton Rouge Parish, LA",22,77,412110
1999,LA,"Iberia Parish, LA",22,11,73243
1999,LA,"Jefferson Parish, LA",22,90,457571
1999,LA,"Lafayette Parish, LA",22,23,190049
1999,LA,"Lafourche Parish, LA",22,12,90062
1999,LA,"Livingston Parish, LA",22,16,89799
1999,LA,"Orleans Parish, LA",22,163,485511
1999,LA,"Ouachita Parish, LA",22,22,147190
1999,LA,"Rapides Parish, LA",22,20,126104
1999,LA,"St. Bernard Parish, LA",22,14,67659
1999,LA,"St. Landry Parish, LA",22,12,87034
1999,LA,"St. Tammany Parish, LA",22,18,188947
1999,LA,"Tangipahoa Parish, LA",22,18,99643
1999,LA,"Terrebonne Parish, LA",22,18,104507
1999,ME,"Androscoggin County, ME",23,10,103403
1999,ME,"Cumberland County, ME",23,23,263931
1999,ME,"Penobscot County, ME",23,15,144902
1999,ME,"York County, ME",23,15,182817
1999,MD,"Anne Arundel County, MD",24,30,484800
1999,MD,"Baltimore County, MD",24,55,749425
1999,MD,"Carroll County, MD",24,11,149149
1999,MD,"Charles County, MD",24,12,118571
1999,MD,"Frederick County, MD",24,14,191606
1999,MD,"Harford County, MD",24,13,216408
1999,MD,"Howard County, MD",24,12,243007
1999,MD,"Montgomery County, MD",24,35,862350
1999,MD,"Prince George's County, MD",24,133,795048
1999,MD,"Washington County, MD",24,12,131178
1999,MD,"Wicomico County, MD",24,13,83714
1999,MD,"Baltimore city, MD",24,263,657441
1999,MA,"Bristol County, MA",25,11,531208
1999,MA,"Essex County, MA",25,20,718629
1999,MA,"Hampden County, MA",25,32,455391
1999,MA,"Middlesex County, MA",25,27,1459797
1999,MA,"Norfolk County, MA",25,16,648262
1999,MA,"Plymouth County, MA",25,18,469065
1999,MA,"Suffolk County, MA",25,27,689109
1999,MA,"Worcester County, MA",25,23,744571
1999,MI,"Bay County, MI",26,10,110295
1999,MI,"Berrien County, MI",26,15,162028
1999,MI,"Calhoun County, MI",26,12,138021
1999,MI,"Genesee County, MI",26,54,434409
1999,MI,"Ingham County, MI",26,21,280035
1999,MI,"Jackson County, MI",26,10,157085
1999,MI,"Kalamazoo County, MI",26,18,237581
1999,MI,"Kent County, MI",26,34,568731
1999,MI,"Livingston County, MI",26,12,153033
1999,MI,"Macomb County, MI",26,72,783828
1999,MI,"Muskegon County, MI",26,15,169331
1999,MI,"Oakland County, MI",26,81,1188498
1999,MI,"Saginaw County, MI",26,21,210400
1999,MI,"St. Clair County, MI",26,16,163096
1999,MI,"Washtenaw County, MI",26,14,318270
1999,MI,"Wayne County, MI",26,472,2072114
1999,MN,"Anoka County, MN",27,14,293599
1999,MN,"Hennepin County, MN",27,68,1109634
1999,MN,"Olmsted County, MN",27,11,122585
1999,MN,"Ramsey County, MN",27,18,509175
1999,MN,"St. Louis County, MN",27,18,200164
1999,MS,"Adams County, MS",28,11,34591
1999,MS,"Coahoma County, MS",28,13,30836
1999,MS,"DeSoto County, MS",28,13,103343
1999,MS,"Harrison County, MS",28,25,188565
1999,MS,"Hinds County, MS",28,67,250823
1999,MS,"Jackson County, MS",28,22,130392
1999,MS,"Jones County, MS",28,13,64797
1999,MS,"Leflore County, MS",28,13,38169
1999,MS,"Lincoln County, MS",28,10,33004
1999,MS,"Madison County, MS",28,11,73640
1999,MS,"Monroe County, MS",28,10,38013
1999,MS,"Scott County, MS",28,12,28185
1999,MS,"Washington County, MS",28,11,63714
1999,MO,"Clay County, MO",29,24,181984
1999,MO,"Greene County, MO",29,24,238802
1999,MO,"Jackson County, MO",29,143,654073
1999,MO,"Jasper County, MO",29,14,103740
1999,MO,"Jefferson County, MO",29,16,196287
1999,MO,"Pemiscot County, MO",29,10,20216
1999,MO,"St. Charles County, MO",29,25,277961
1999,MO,"St. Louis County, MO",29,92,1016040
1999,MO,"St. Louis city, MO",29,98,350156
1999,MT,"Cascade County, MT",30,10,80596
1999,MT,"Missoula County, MT",30,10,94791
1999,MT,"Yellowstone County, MT",30,12,128736
1999,NE,"Douglas County, NE",31,60,460798
1999,NE,"Lancaster County, NE",31,10,247442
1999,NE,"Sarpy County, NE",31,10,121025
1999,NV,"Clark County, NV",32,256,1321254
1999,NV,"Elko County, NV",32,11,45134
1999,NV,"Washoe County, NV",32,52,332833
1999,NV,"Carson City, NV",32,16,51953
1999,NH,"Hillsborough County, NH",33,22,376407
1999,NH,"Rockingham County, NH",33,16,273853
1999,NJ,"Atlantic County, NJ",34,15,250432
1999,NJ,"Bergen County, NJ",34,14,880225
1999,NJ,"Burlington County, NJ",34,24,420542
1999,NJ,"Camden County, NJ",34,37,509410
1999,NJ,"Cumberland County, NJ",34,12,146293
1999,NJ,"Essex County, NJ",34,82,789678
1999,NJ,"Gloucester County, NJ",34,12,252536
1999,NJ,"Hudson County, NJ",34,13,603993
1999,NJ,"Mercer County, NJ",34,11,348435
1999,NJ,"Middlesex County, NJ",34,21,742213
1999,NJ,"Monmouth County, NJ",34,25,610811
1999,NJ,"Morris County, NJ",34,15,467678
1999,NJ,"Ocean County, NJ",34,20,504007
1999,NJ,"Passaic County, NJ",34,23,488131
1999,NJ,"Union County, NJ",34,15,520341
1999,NM,"Bernalillo County, NM",35,94,553002
1999,NM,"Chaves County, NM",35,13,62052
1999,NM,"Dona Ana County, NM",35,20,173889
1999,NM,"Rio Arriba County, NM",35,12,40826
1999,NM,"Sandoval County, NM",35,11,88116
1999,NM,"San Juan County, NM",35,14,112574
1999,NM,"Santa Fe County, NM",35,23,127966
1999,NM,"Valencia County, NM",35,10,65144
1999,NY,"Albany County, NY",36,18,294692
1999,NY,"Bronx County, NY",36,106,1317895
1999,NY,"Chautauqua County, NY",36,10,140087
1999,NY,"Clinton County, NY",36,10,79875
1999,NY,"Dutchess County, NY",36,18,277586
1999,NY,"Erie County, NY",36,46,952546
1999,NY,"Kings County, NY",36,204,2447352
1999,NY,"Monroe County, NY",36,44,733679
1999,NY,"Nassau County, NY",36,43,1330815
1999,NY,"New York County, NY",36,81,1535624
1999,NY,"Oneida County, NY",36,12,235412
1999,NY,"Onondaga County, NY",36,15,458575
1999,NY,"Orange County, NY",36,15,336630
1999,NY,"Queens County, NY",36,94,2208975
1999,NY,"Richmond County, NY",36,18,437814
1999,NY,"Steuben County, NY",36,12,98458
1999,NY,"Suffolk County, NY",36,49,1406161
1999,NY,"Ulster County, NY",36,18,176526
1999,NY,"Westchester County, NY",36,21,918532
1999,NC,"Alamance County, NC",37,16,128743
1999,NC,"Brunswick County, NC",37,11,71367
1999,NC,"Buncombe County, NC",37,27,204340
1999,NC,"Burke County, NC",37,15,88496
1999,NC,"Cabarrus County, NC",37,11,127826
1999,NC,"Catawba County, NC",37,25,139522
1999,NC,"Cleveland County, NC",37,13,95293
1999,NC,"Craven County, NC",37,11,90843
1999,NC,"Cumberland County, NC",37,34,301608
1999,NC,"Davidson County, NC",37,17,146106
1999,NC,"Durham County, NC",37,23,219811
1999,NC,"Forsyth County, NC",37,37,303630
1999,NC,"Gaston County, NC",37,27,189127
1999,NC,"Guilford County, NC",37,48,416459
1999,NC,"Harnett County, NC",37,11,89127
1999,NC,"Haywood County, NC",37,16,53602
1999,NC,"Henderson County, NC",37,11,87825
1999,NC,"Iredell County, NC",37,19,120031
1999,NC,"Johnston County, NC",37,28,117765
1999,NC,"Lee County, NC",37,10,48766
1999,NC,"Lenoir County, NC",37,11,59863
1999,NC,"Lincoln County, NC",37,11,62955
1999,NC,"Mecklenburg County, NC",37,102,682071
1999,NC,"Nash County, NC",37,10,87042
1999,NC,"New Hanover County, NC",37,20,158774
1999,NC,"Onslow County, NC",37,12,149628
1999,NC,"Pitt County, NC",37,14,132554
1999,NC,"Randolph County, NC",37,20,128722
1999,NC,"Richmond County, NC",37,12,46449
1999,NC,"Robeson County, NC",37,31,122514
1999,NC,"Rockingham County, NC",37,19,91845
1999,NC,"Rowan County, NC",37,13,129436
1999,NC,"Scotland County, NC",37,10,35926
1999,NC,"Stokes County, NC",37,10,44255
1999,NC,"Union County, NC",37,13,118621
1999,NC,"Wake County, NC",37,51,612728
1999,NC,"Wayne County, NC",37,18,113176
1999,NC,"Wilson County, NC",37,15,73166
1999,OH,"Allen County, OH",39,12,108192
1999,OH,"Butler County, OH",39,24,330751
1999,OH,"Clark County, OH",39,11,145159
1999,OH,"Clermont County, OH",39,13,176389
1999,OH,"Cuyahoga County, OH",39,119,1399752
1999,OH,"Franklin County, OH",39,99,1061223
1999,OH,"Hamilton County, OH",39,66,849917
1999,OH,"Lake County, OH",39,16,227605
1999,OH,"Lorain County, OH",39,17,283364
1999,OH,"Lucas County, OH",39,28,455515
1999,OH,"Mahoning County, OH",39,56,259145
1999,OH,"Montgomery County, OH",39,81,561944
1999,OH,"Portage County, OH",39,12,151388
1999,OH,"Richland County, OH",39,18,129233
1999,OH,"Stark County, OH",39,30,378220
1999,OH,"Summit County, OH",39,34,541737
1999,OH,"Trumbull County, OH",39,20,226084
1999,OH,"Warren County, OH",39,10,152448
1999,OH,"Wayne County, OH",39,12,111191
1999,OK,"Canadian County, OK",40,14,86306
1999,OK,"Cleveland County, OK",40,11,206844
1999,OK,"Comanche County, OK",40,20,116064
1999,OK,"Creek County, OK",40,10,67056
1999,OK,"Le Flore County, OK",40,11,47858
1999,OK,"Muskogee County, OK",40,13,69413
1999,OK,"Oklahoma County, OK",40,116,657182
1999,OK,"Pottawatomie County, OK",40,12,64861
1999,OK,"Tulsa County, OK",40,88,561682
1999,OR,"Clackamas County, OR",41,27,335891
1999,OR,"Columbia County, OR",41,10,43360
1999,OR,"Deschutes County, OR",41,13,111933
1999,OR,"Douglas County, OR",41,18,100364
1999,OR,"Jackson County, OR",41,19,179264
1999,OR,"Josephine County, OR",41,12,75209
1999,OR,"Klamath County, OR",41,10,63396
1999,OR,"Lane County, OR",41,35,321778
1999,OR,"Linn County, OR",41,12,103462
1999,OR,"Marion County, OR",41,33,282129
1999,OR,"Multnomah County, OR",41,74,657740
1999,OR,"Umatilla County, OR",41,11,69847
1999,OR,"Washington County, OR",41,35,435602
1999,PA,"Allegheny County, PA",42,128,1287247
1999,PA,"Beaver County, PA",42,17,182592
1999,PA,"Berks County, PA",42,29,370942
1999,PA,"Bucks County, PA",42,28,593947
1999,PA,"Butler County, PA",42,13,172924
1999,PA,"Cambria County, PA",42,16,153911
1999,PA,"Centre County, PA",42,10,135315
1999,PA,"Chester County, PA",42,21,428055
1999,PA,"Cumberland County, PA",42,13,213282
1999,PA,"Dauphin County, PA",42,16,251329
1999,PA,"Delaware County, PA",42,50,550820
1999,PA,"Erie County, PA",42,23,281294
1999,PA,"Fayette County, PA",42,22,148857
1999,PA,"Franklin County, PA",42,13,128875
1999,PA,"Indiana County, PA",42,10,89717
1999,PA,"Lackawanna County, PA",42,16,214001
1999,PA,"Lancaster County, PA",42,38,467879
1999,PA,"Lehigh County, PA",42,23,310514
1999,PA,"Luzerne County, PA",42,18,320888
1999,PA,"Mercer County, PA",42,10,120749
1999,PA,"Monroe County, PA",42,20,134936
1999,PA,"Montgomery County, PA",42,43,744683
1999,PA,"Northampton County, PA",42,18,265928
1999,PA,"Northumberland County, PA",42,14,94833
1999,PA,"Philadelphia County, PA",42,321,1520064
1999,PA,"Schuylkill County, PA",42,23,151021
1999,PA,"Washington County, PA",42,21,203078
1999,PA,"Westmoreland County, PA",42,38,371248
1999,PA,"York County, PA",42,26,378905
1999,RI,"Providence County, RI",44,37,616607
1999,SC,"Aiken County, SC",45,21,141379
1999,SC,"Anderson County, SC",45,25,164029
1999,SC,"Beaufort County, SC",45,16,117975
1999,SC,"Berkeley County, SC",45,17,141956
1999,SC,"Charleston County, SC",45,30,309247
1999,SC,"Darlington County, SC",45,14,67029
1999,SC,"Dillon County, SC",45,10,30682
1999,SC,"Dorchester County, SC",45,16,94966
1999,SC,"Florence County, SC",45,19,125612
1999,SC,"Greenville County, SC",45,55,374851
1999,SC,"Horry County, SC",45,19,191833
1999,SC,"Kershaw County, SC",45,13,51708
1999,SC,"Lancaster County, SC",45,16,61103
1999,SC,"Lexington County, SC",45,28,213243
1999,SC,"Oconee County, SC",45,10,65513
1999,SC,"Orangeburg County, SC",45,21,91313
1999,SC,"Pickens County, SC",45,12,109851
1999,SC,"Richland County, SC",45,53,318034
1999,SC,"Spartanburg County, SC",45,32,251886
1999,SC,"Sumter County, SC",45,12,104827
1999,SC,"York County, SC",45,15,161546
1999,SD,"Minnehaha County, SD",46,11,145631
1999,SD,"Pennington County, SD",46,10,88047
1999,TN,"Anderson County, TN",47,10,71454
1999,TN,"Blount County, TN",47,15,104492
1999,TN,"Bradley County, TN",47,14,87125
1999,TN,"Cocke County, TN",47,10,33264
1999,TN,"Cumberland County, TN",47,10,46068
1999,TN,"Davidson County, TN",47,101,567251
1999,TN,"Gibson County, TN",47,11,48181
1999,TN,"Hamilton County, TN",47,35,306915
1999,TN,"Knox County, TN",47,39,380010
1999,TN,"Lawrence County, TN",47,10,39761
1999,TN,"Madison County, TN",47,13,90999
1999,TN,"Maury County, TN",47,16,69082
1999,TN,"Montgomery County, TN",47,16,132489
1999,TN,"Roane County, TN",47,11,51736
1999,TN,"Rutherford County, TN",47,13,177473
1999,TN,"Shelby County, TN",47,157,893826
1999,TN,"Sullivan County, TN",47,19,153112
1999,TN,"Sumner County, TN",47,14,128383
1999,TN,"Washington County, TN",47,16,106239
1999,TN,"Weakley County, TN",47,11,34696
1999,TN,"Williamson County, TN",47,10,122827
1999,TN,"Wilson County, TN",47,11,87309
1999,TX,"Angelina County, TX",48,10,79611
1999,TX,"Bell County, TX",48,18,233886
1999,TX,"Bexar County, TX",48,122,1378688
1999,TX,"Brazoria County, TX",48,21,237602
1999,TX,"Cameron County, TX",48,13,330277
1999,TX,"Collin County, TX",48,29,468620
1999,TX,"Dallas County, TX",48,268,2197658
1999,TX,"Denton County, TX",48,30,416622
1999,TX,"Ector County, TX",48,15,122450
1999,TX,"Ellis County, TX",48,12,108174
1999,TX,"El Paso County, TX",48,29,675397
1999,TX,"Fort Bend County, TX",48,21,343372
1999,TX,"Galveston County, TX",48,24,248893
1999,TX,"Grayson County, TX",48,17,109173
1999,TX,"Gregg County, TX",48,16,111783
1999,TX,"Harris County, TX",48,412,3359671
1999,TX,"Harrison County, TX",48,13,61978
1999,TX,"Hidalgo County, TX",48,21,555875
1999,TX,"Hunt County, TX",48,16,75086
1999,TX,"Jefferson County, TX",48,32,252288
1999,TX,"Johnson County, TX",48,15,123249
1999,TX,"Kaufman County, TX",48,10,69008
1999,TX,"Liberty County, TX",48,11,68661
1999,TX,"Lubbock County, TX",48,25,240776
1999,TX,"McLennan County, TX",48,30,211548
1999,TX,"Midland County, TX",48,18,117621
1999,TX,"Montgomery County, TX",48,36,284271
1999,TX,"Nueces County, TX",48,23,314553
1999,TX,"Orange County, TX",48,17,84883
1999,TX,"Parker County, TX",48,15,86087
1999,TX,"Potter County, TX",48,15,112919
1999,TX,"Smith County, TX",48,28,172758
1999,TX,"Tarrant County, TX",48,143,1422372
1999,TX,"Taylor County, TX",48,19,126335
1999,TX,"Tom Green County, TX",48,11,103908
1999,TX,"Travis County, TX",48,59,788500
1999,TX,"Wichita County, TX",48,17,132246
1999,TX,"Williamson County, TX",48,15,236609
1999,UT,"Salt Lake County, UT",49,90,891116
1999,UT,"Utah County, UT",49,20,361631
1999,UT,"Washington County, UT",49,11,88049
1999,UT,"Weber County, UT",49,19,193697
1999,VT,"Rutland County, VT",50,10,63257
1999,VA,"Chesterfield County, VA",51,25,256555
1999,VA,"Fairfax County, VA",51,45,955629
1999,VA,"Halifax County, VA",51,10,37444
1999,VA,"Hanover County, VA",51,10,84602
1999,VA,"Henrico County, VA",51,38,257884
1999,VA,"Henry County, VA",51,10,57921
1999,VA,"Loudoun County, VA",51,10,158128
1999,VA,"Pittsylvania County, VA",51,11,61214
1999,VA,"Prince William County, VA",51,24,272661
1999,VA,"Tazewell County, VA",51,14,44968
1999,VA,"Alexandria city, VA",51,11,125668
1999,VA,"Chesapeake city, VA",51,20,196035
1999,VA,"Danville city, VA",51,15,49091
1999,VA,"Hampton city, VA",51,19,145538
1999,VA,"Lynchburg city, VA",51,10,65406
1999,VA,"Newport News city, VA",51,24,180224
1999,VA,"Norfolk city, VA",51,31,233497
1999,VA,"Petersburg city, VA",51,10,34181
1999,VA,"Portsmouth city, VA",51,24,100794
1999,VA,"Richmond city, VA",51,72,199145
1999,VA,"Virginia Beach city, VA",51,34,422369
1999,WA,"Benton County, WA",53,15,140629
1999,WA,"Clark County, WA",53,35,339541
1999,WA,"Grays Harbor County, WA",53,13,67265
1999,WA,"King County, WA",53,145,1729058
1999,WA,"Kitsap County, WA",53,32,229393
1999,WA,"Pierce County, WA",53,89,692662
1999,WA,"Snohomish County, WA",53,49,597931
1999,WA,"Spokane County, WA",53,39,415426
1999,WA,"Thurston County, WA",53,18,204873
1999,WA,"Whatcom County, WA",53,13,164566
1999,WA,"Yakima County, WA",53,26,221573
1999,WV,"Kanawha County, WV",54,25,201309
1999,WV,"Marion County, WV",54,10,56820
1999,WV,"Mercer County, WV",54,18,63181
1999,WV,"Monongalia County, WV",54,12,81435
1999,WV,"Raleigh County, WV",54,16,79614
1999,WI,"Brown County, WI",55,22,224825
1999,WI,"Dane County, WI",55,29,423248
1999,WI,"Kenosha County, WI",55,11,148321
1999,WI,"Marathon County, WI",55,19,125404
1999,WI,"Milwaukee County, WI",55,139,940529
1999,WI,"Outagamie County, WI",55,10,159219
1999,WI,"Racine County, WI",55,11,188361
1999,WI,"Rock County, WI",55,16,151541
1999,WI,"Waukesha County, WI",55,16,357829
1999,WY,"Natrona County, WY",56,19,66282
2000,AL,"Baldwin County, AL",1,16,140415
2000,AL,"Calhoun County, AL",1,23,112249
2000,AL,"Chilton County, AL",1,10,39593
2000,AL,"Colbert County, AL",1,12,54984
2000,AL,"Dale County, AL",1,10,49129
2000,AL,"Etowah County, AL",1,13,103459
2000,AL,"Houston County, AL",1,10,88787
2000,AL,"Jefferson County, AL",1,154,662047
2000,AL,"Lauderdale County, AL",1,11,87966
