year,state,County,State Code,Deaths,Population
2004,MT,"Missoula County, MT",30,15,100934
2004,NE,"Douglas County, NE",31,34,482075
2004,NE,"Lancaster County, NE",31,15,265087
2004,NE,"Sarpy County, NE",31,11,136339
2004,NV,"Clark County, NV",32,271,1662773
2004,NV,"Lyon County, NV",32,12,42534
2004,NV,"Nye County, NV",32,10,37287
2004,NV,"Washoe County, NV",32,59,382777
2004,NV,"Carson City, NV",32,13,55995
2004,NH,"Hillsborough County, NH",33,16,394428
2004,NH,"Rockingham County, NH",33,18,289103
2004,NJ,"Atlantic County, NJ",34,15,267723
2004,NJ,"Bergen County, NJ",34,22,893378
2004,NJ,"Burlington County, NJ",34,15,446548
2004,NJ,"Camden County, NJ",34,60,510137
2004,NJ,"Essex County, NJ",34,120,791305
2004,NJ,"Hudson County, NJ",34,26,614607
2004,NJ,"Mercer County, NJ",34,20,361248
2004,NJ,"Middlesex County, NJ",34,18,781582
2004,NJ,"Monmouth County, NJ",34,25,628605
2004,NJ,"Morris County, NJ",34,12,483997
2004,NJ,"Ocean County, NJ",34,27,551262
2004,NJ,"Passaic County, NJ",34,18,493981
2004,NJ,"Union County, NJ",34,28,526916
2004,NM,"Bernalillo County, NM",35,80,600449
2004,NM,"Chaves County, NM",35,19,61478
2004,NM,"Curry County, NM",35,11,46640
2004,NM,"Dona Ana County, NM",35,17,184939
2004,NM,"Otero County, NM",35,11,62662
2004,NM,"Sandoval County, NM",35,14,102583
2004,NM,"Santa Fe County, NM",35,19,136391
2004,NM,"Valencia County, NM",35,24,69021
2004,NY,"Albany County, NY",36,10,302173
2004,NY,"Bronx County, NY",36,102,1358963
2004,NY,"Broome County, NY",36,11,200974
2004,NY,"Erie County, NY",36,62,938333
2004,NY,"Kings County, NY",36,181,2459094
2004,NY,"Monroe County, NY",36,50,741075
2004,NY,"Nassau County, NY",36,41,1337964
2004,NY,"New York County, NY",36,51,1569947
2004,NY,"Onondaga County, NY",36,24,461412
2004,NY,"Orange County, NY",36,21,362934
2004,NY,"Queens County, NY",36,91,2198516
2004,NY,"Rensselaer County, NY",36,10,155523
2004,NY,"Richmond County, NY",36,12,456846
2004,NY,"Saratoga County, NY",36,10,211478
2004,NY,"Schenectady County, NY",36,10,148900
2004,NY,"Steuben County, NY",36,14,98983
2004,NY,"Suffolk County, NY",36,54,1478215
2004,NY,"Westchester County, NY",36,31,935457
2004,NC,"Ashe County, NC",37,10,25684
2004,NC,"Buncombe County, NC",37,28,218139
2004,NC,"Burke County, NC",37,12,89394
2004,NC,"Cabarrus County, NC",37,12,146429
2004,NC,"Caldwell County, NC",37,11,79471
2004,NC,"Catawba County, NC",37,15,147016
2004,NC,"Cleveland County, NC",37,22,97134
2004,NC,"Columbus County, NC",37,16,55099
2004,NC,"Cumberland County, NC",37,36,307629
2004,NC,"Davidson County, NC",37,19,154179
2004,NC,"Duplin County, NC",37,10,52732
2004,NC,"Durham County, NC",37,26,238376
2004,NC,"Edgecombe County, NC",37,10,56064
2004,NC,"Forsyth County, NC",37,48,319997
2004,NC,"Franklin County, NC",37,12,53119
2004,NC,"Gaston County, NC",37,25,191646
2004,NC,"Guilford County, NC",37,44,440597
2004,NC,"Harnett County, NC",37,10,98545
2004,NC,"Henderson County, NC",37,10,95797
2004,NC,"Iredell County, NC",37,13,136514
2004,NC,"Johnston County, NC",37,11,140055
2004,NC,"McDowell County, NC",37,11,43390
2004,NC,"Mecklenburg County, NC",37,102,772949
2004,NC,"Moore County, NC",37,10,79475
2004,NC,"Nash County, NC",37,12,90262
2004,NC,"New Hanover County, NC",37,20,178362
2004,NC,"Onslow County, NC",37,15,158837
2004,NC,"Pitt County, NC",37,14,144486
2004,NC,"Randolph County, NC",37,22,134732
2004,NC,"Robeson County, NC",37,33,126117
2004,NC,"Rockingham County, NC",37,17,92382
2004,NC,"Rowan County, NC",37,15,132202
2004,NC,"Rutherford County, NC",37,12,64692
2004,NC,"Sampson County, NC",37,10,61376
2004,NC,"Stanly County, NC",37,12,58638
2004,NC,"Surry County, NC",37,11,72219
2004,NC,"Union County, NC",37,12,151452
2004,NC,"Wake County, NC",37,53,716336
2004,NC,"Wayne County, NC",37,17,116484
2004,NC,"Wilson County, NC",37,14,76140
2004,OH,"Ashtabula County, OH",39,16,102648
2004,OH,"Butler County, OH",39,18,346655
2004,OH,"Clark County, OH",39,15,141380
2004,OH,"Cuyahoga County, OH",39,130,1346714
2004,OH,"Fairfield County, OH",39,14,136074
2004,OH,"Franklin County, OH",39,129,1099603
2004,OH,"Hamilton County, OH",39,111,817306
2004,OH,"Lake County, OH",39,16,227829
2004,OH,"Licking County, OH",39,18,155264
2004,OH,"Lorain County, OH",39,21,292125
2004,OH,"Lucas County, OH",39,45,451255
2004,OH,"Mahoning County, OH",39,31,249825
2004,OH,"Montgomery County, OH",39,70,549713
2004,OH,"Portage County, OH",39,10,156774
2004,OH,"Ross County, OH",39,11,75251
2004,OH,"Stark County, OH",39,28,376663
2004,OH,"Summit County, OH",39,40,545037
2004,OH,"Trumbull County, OH",39,25,219540
2004,OH,"Warren County, OH",39,11,188904
2004,OK,"Cleveland County, OK",40,17,225447
2004,OK,"Comanche County, OK",40,16,116000
2004,OK,"Creek County, OK",40,10,67843
2004,OK,"Lincoln County, OK",40,10,32875
2004,OK,"Oklahoma County, OK",40,89,677742
2004,OK,"Pottawatomie County, OK",40,11,67072
2004,OK,"Tulsa County, OK",40,93,566140
2004,OR,"Clackamas County, OR",41,27,355758
2004,OR,"Coos County, OR",41,18,63208
2004,OR,"Deschutes County, OR",41,18,133756
2004,OR,"Douglas County, OR",41,14,103965
2004,OR,"Jackson County, OR",41,27,192185
2004,OR,"Josephine County, OR",41,17,79729
2004,OR,"Lane County, OR",41,40,332327
2004,OR,"Marion County, OR",41,27,297139
2004,OR,"Multnomah County, OR",41,61,672526
2004,OR,"Umatilla County, OR",41,19,73463
2004,OR,"Washington County, OR",41,40,480207
2004,PA,"Allegheny County, PA",42,144,1247531
2004,PA,"Armstrong County, PA",42,10,71404
2004,PA,"Beaver County, PA",42,11,176395
2004,PA,"Bedford County, PA",42,11,49829
2004,PA,"Berks County, PA",42,49,390848
2004,PA,"Blair County, PA",42,14,127194
2004,PA,"Bucks County, PA",42,30,613763
2004,PA,"Butler County, PA",42,11,178912
2004,PA,"Cambria County, PA",42,15,147886
2004,PA,"Chester County, PA",42,31,462902
2004,PA,"Cumberland County, PA",42,12,221225
2004,PA,"Dauphin County, PA",42,24,256194
2004,PA,"Delaware County, PA",42,51,551508
2004,PA,"Erie County, PA",42,10,277864
2004,PA,"Fayette County, PA",42,19,143494
2004,PA,"Lackawanna County, PA",42,15,211861
2004,PA,"Lancaster County, PA",42,42,489977
2004,PA,"Lebanon County, PA",42,13,124644
2004,PA,"Lehigh County, PA",42,28,326138
2004,PA,"Luzerne County, PA",42,29,315439
2004,PA,"Lycoming County, PA",42,12,117911
2004,PA,"Monroe County, PA",42,11,158181
2004,PA,"Montgomery County, PA",42,46,776493
2004,PA,"Northampton County, PA",42,15,281374
2004,PA,"Philadelphia County, PA",42,345,1492882
2004,PA,"Schuylkill County, PA",42,25,147081
2004,PA,"Washington County, PA",42,13,204090
2004,PA,"Wayne County, PA",42,10,49423
2004,PA,"Westmoreland County, PA",42,28,367281
2004,PA,"York County, PA",42,40,401403
2004,RI,"Providence County, RI",44,29,638358
2004,SC,"Aiken County, SC",45,18,148746
2004,SC,"Anderson County, SC",45,37,173539
2004,SC,"Beaufort County, SC",45,13,136331
2004,SC,"Berkeley County, SC",45,14,151789
2004,SC,"Charleston County, SC",45,38,328105
2004,SC,"Clarendon County, SC",45,11,33622
2004,SC,"Dorchester County, SC",45,11,107337
2004,SC,"Florence County, SC",45,23,129855
2004,SC,"Greenville County, SC",45,57,399319
2004,SC,"Horry County, SC",45,32,219094
2004,SC,"Laurens County, SC",45,10,67784
2004,SC,"Lexington County, SC",45,28,230832
2004,SC,"Oconee County, SC",45,11,69615
2004,SC,"Orangeburg County, SC",45,25,91691
2004,SC,"Richland County, SC",45,47,345750
2004,SC,"Spartanburg County, SC",45,35,261828
2004,SC,"Sumter County, SC",45,16,106099
2004,SC,"York County, SC",45,21,181839
2004,SD,"Minnehaha County, SD",46,16,155648
2004,TN,"Blount County, TN",47,16,113151
2004,TN,"Claiborne County, TN",47,14,30830
2004,TN,"Cocke County, TN",47,10,34393
2004,TN,"Coffee County, TN",47,13,50077
2004,TN,"Cumberland County, TN",47,10,50584
2004,TN,"Davidson County, TN",47,94,583013
2004,TN,"DeKalb County, TN",47,10,18051
2004,TN,"Hamilton County, TN",47,35,315396
2004,TN,"Henry County, TN",47,10,31265
2004,TN,"Knox County, TN",47,51,398307
2004,TN,"McMinn County, TN",47,12,50441
2004,TN,"Madison County, TN",47,11,94692
2004,TN,"Montgomery County, TN",47,24,143761
2004,TN,"Robertson County, TN",47,14,58618
2004,TN,"Rutherford County, TN",47,18,211714
2004,TN,"Shelby County, TN",47,143,909643
2004,TN,"Sullivan County, TN",47,17,152808
2004,TN,"Sumner County, TN",47,23,141103
2004,TN,"Washington County, TN",47,10,111849
2004,TN,"Williamson County, TN",47,12,147439
2004,TN,"Wilson County, TN",47,14,97139
2004,TX,"Angelina County, TX",48,10,82070
2004,TX,"Bell County, TX",48,28,258138
2004,TX,"Bexar County, TX",48,117,1500919
2004,TX,"Bowie County, TX",48,13,89055
2004,TX,"Brazoria County, TX",48,28,268051
2004,TX,"Cameron County, TX",48,16,366299
2004,TX,"Collin County, TX",48,41,617802
2004,TX,"Cooke County, TX",48,11,37815
2004,TX,"Dallas County, TX",48,327,2244020
2004,TX,"Denton County, TX",48,41,529811
2004,TX,"Ector County, TX",48,11,124163
2004,TX,"Ellis County, TX",48,15,125733
2004,TX,"El Paso County, TX",48,33,717652
2004,TX,"Fort Bend County, TX",48,31,441139
2004,TX,"Galveston County, TX",48,23,269760
2004,TX,"Gregg County, TX",48,24,114541
2004,TX,"Guadalupe County, TX",48,11,101495
2004,TX,"Harris County, TX",48,484,3630185
2004,TX,"Harrison County, TX",48,12,62583
2004,TX,"Hidalgo County, TX",48,35,653779
2004,TX,"Jefferson County, TX",48,23,250638
2004,TX,"Johnson County, TX",48,15,138833
2004,TX,"Kaufman County, TX",48,11,84240
2004,TX,"Liberty County, TX",48,14,74285
2004,TX,"Lubbock County, TX",48,21,255669
2004,TX,"McLennan County, TX",48,34,221353
2004,TX,"Midland County, TX",48,13,120746
2004,TX,"Montgomery County, TX",48,28,357607
2004,TX,"Nueces County, TX",48,32,321879
2004,TX,"Parker County, TX",48,18,99320
2004,TX,"Polk County, TX",48,10,45315
2004,TX,"Potter County, TX",48,17,117682
2004,TX,"Randall County, TX",48,10,109441
2004,TX,"Rusk County, TX",48,10,49160
2004,TX,"Smith County, TX",48,32,187300
2004,TX,"Tarrant County, TX",48,137,1580595
2004,TX,"Travis County, TX",48,52,870809
2004,TX,"Upshur County, TX",48,11,37530
2004,TX,"Victoria County, TX",48,14,84718
2004,TX,"Webb County, TX",48,27,217858
2004,TX,"Wichita County, TX",48,17,131677
2004,TX,"Williamson County, TX",48,15,316532
2004,UT,"Davis County, UT",49,16,262189
2004,UT,"Salt Lake County, UT",49,102,934140
2004,UT,"Utah County, UT",49,29,416220
2004,UT,"Weber County, UT",49,17,207794
2004,VT,"Chittenden County, VT",50,12,151445
2004,VA,"Albemarle County, VA",51,10,89491
2004,VA,"Augusta County, VA",51,16,68899
2004,VA,"Chesterfield County, VA",51,30,283030
2004,VA,"Fairfax County, VA",51,36,1010938
2004,VA,"Henrico County, VA",51,40,280290
2004,VA,"Loudoun County, VA",51,14,238299
2004,VA,"Prince George County, VA",51,10,34925
2004,VA,"Prince William County, VA",51,16,337439
2004,VA,"Washington County, VA",51,15,52341
2004,VA,"Alexandria city, VA",51,11,128765
2004,VA,"Chesapeake city, VA",51,26,211927
2004,VA,"Hampton city, VA",51,16,140200
2004,VA,"Newport News city, VA",51,28,185204
2004,VA,"Norfolk city, VA",51,37,243836
2004,VA,"Portsmouth city, VA",51,14,97428
2004,VA,"Richmond city, VA",51,72,196878
2004,VA,"Roanoke city, VA",51,13,93614
2004,VA,"Virginia Beach city, VA",51,43,437494
2004,WA,"Benton County, WA",53,18,155689
2004,WA,"Clallam County, WA",53,12,67411
2004,WA,"Clark County, WA",53,34,384931
2004,WA,"King County, WA",53,133,1775297
2004,WA,"Kitsap County, WA",53,13,241960
2004,WA,"Lewis County, WA",53,11,71021
2004,WA,"Okanogan County, WA",53,13,38847
2004,WA,"Pierce County, WA",53,70,740137
2004,WA,"Snohomish County, WA",53,47,643533
2004,WA,"Spokane County, WA",53,52,435268
2004,WA,"Thurston County, WA",53,28,222985
2004,WA,"Whatcom County, WA",53,16,181756
2004,WA,"Yakima County, WA",53,24,227280
2004,WV,"Cabell County, WV",54,13,95239
2004,WV,"Harrison County, WV",54,10,67900
2004,WV,"Kanawha County, WV",54,36,195364
2004,WV,"Marion County, WV",54,10,55957
2004,WV,"Mercer County, WV",54,14,61694
2004,WV,"Wood County, WV",54,11,86892
2004,WI,"Barron County, WI",55,10,45804
2004,WI,"Brown County, WI",55,11,236654
2004,WI,"Dane County, WI",55,27,453327
2004,WI,"Marathon County, WI",55,10,127855
2004,WI,"Milwaukee County, WI",55,109,936914
2004,WI,"Outagamie County, WI",55,12,168136
2004,WI,"Rock County, WI",55,11,155685
2004,WI,"Waukesha County, WI",55,12,376243
2005,AL,"Baldwin County, AL",1,11,162183
2005,AL,"Calhoun County, AL",1,27,114477
2005,AL,"Cherokee County, AL",1,11,25031
2005,AL,"Colbert County, AL",1,11,54359
2005,AL,"Cullman County, AL",1,12,78692
2005,AL,"Dallas County, AL",1,14,44434
2005,AL,"DeKalb County, AL",1,10,67794
2005,AL,"Etowah County, AL",1,19,103174
2005,AL,"Houston County, AL",1,17,93903
2005,AL,"Jefferson County, AL",1,162,654919
2005,AL,"Lawrence County, AL",1,12,34435
2005,AL,"Lee County, AL",1,10,126133
2005,AL,"Macon County, AL",1,10,22388
2005,AL,"Madison County, AL",1,35,301474
2005,AL,"Mobile County, AL",1,70,398942
2005,AL,"Montgomery County, AL",1,48,223608
2005,AL,"Morgan County, AL",1,13,113964
2005,AL,"Russell County, AL",1,14,49731
2005,AL,"Shelby County, AL",1,22,171691
2005,AL,"Talladega County, AL",1,16,81546
2005,AL,"Tuscaloosa County, AL",1,21,175731
2005,AK,"Anchorage Borough, AK",2,41,276494
2005,AK,"Fairbanks North Star Borough, AK",2,13,90431
2005,AK,"Matanuska-Susitna Borough, AK",2,11,74409
2005,AZ,"Apache County, AZ",4,10,68521
2005,AZ,"Cochise County, AZ",4,28,125786
2005,AZ,"Coconino County, AZ",4,16,127025
2005,AZ,"Gila County, AZ",4,20,51655
2005,AZ,"Maricopa County, AZ",4,558,3538988
2005,AZ,"Mohave County, AZ",4,36,188773
2005,AZ,"Navajo County, AZ",4,16,104184
2005,AZ,"Pima County, AZ",4,142,920298
2005,AZ,"Pinal County, AZ",4,46,235708
2005,AZ,"Yavapai County, AZ",4,40,195424
2005,AZ,"Yuma County, AZ",4,16,178816
2005,AR,"Benton County, AR",5,13,186756
2005,AR,"Craighead County, AR",5,10,87512
2005,AR,"Crawford County, AR",5,10,57779
2005,AR,"Crittenden County, AR",5,18,50244
2005,AR,"Faulkner County, AR",5,14,99192
2005,AR,"Garland County, AR",5,28,92096
2005,AR,"Jefferson County, AR",5,20,80562
2005,AR,"Pulaski County, AR",5,69,368274
2005,AR,"Saline County, AR",5,14,93493
2005,AR,"Sebastian County, AR",5,10,119426
2005,AR,"Union County, AR",5,14,43134
2005,AR,"Washington County, AR",5,21,183799
2005,CA,"Alameda County, CA",6,137,1441545
2005,CA,"Butte County, CA",6,23,214752
2005,CA,"Contra Costa County, CA",6,107,999013
2005,CA,"El Dorado County, CA",6,29,175003
2005,CA,"Fresno County, CA",6,91,872470
2005,CA,"Humboldt County, CA",6,21,131497
2005,CA,"Kern County, CA",6,99,760726
2005,CA,"Los Angeles County, CA",6,1178,9786373
2005,CA,"Madera County, CA",6,22,140313
2005,CA,"Marin County, CA",6,17,244206
2005,CA,"Merced County, CA",6,27,242554
2005,CA,"Monterey County, CA",6,21,405139
2005,CA,"Napa County, CA",6,11,130381
2005,CA,"Orange County, CA",6,155,2940055
2005,CA,"Placer County, CA",6,13,312762
2005,CA,"Riverside County, CA",6,199,1931785
2005,CA,"Sacramento County, CA",6,154,1360816
2005,CA,"San Bernardino County, CA",6,225,1943924
2005,CA,"San Diego County, CA",6,209,2938375
2005,CA,"San Francisco County, CA",6,68,763016
2005,CA,"San Joaquin County, CA",6,73,656985
2005,CA,"San Luis Obispo County, CA",6,20,258615
2005,CA,"San Mateo County, CA",6,56,690078
2005,CA,"Santa Barbara County, CA",6,20,408079
2005,CA,"Santa Clara County, CA",6,66,1675312
2005,CA,"Santa Cruz County, CA",6,15,251377
2005,CA,"Shasta County, CA",6,22,175615
2005,CA,"Siskiyou County, CA",6,11,44641
2005,CA,"Solano County, CA",6,44,408181
2005,CA,"Sonoma County, CA",6,27,465938
2005,CA,"Stanislaus County, CA",6,39,500020
2005,CA,"Tulare County, CA",6,72,407970
2005,CA,"Ventura County, CA",6,61,794197
2005,CA,"Yuba County, CA",6,11,66285
2005,CO,"Adams County, CO",8,46,395146
2005,CO,"Arapahoe County, CO",8,63,524466
2005,CO,"Boulder County, CO",8,15,280241
2005,CO,"Denver County, CO",8,71,551691
2005,CO,"Douglas County, CO",8,13,243112
2005,CO,"El Paso County, CO",8,71,565800
2005,CO,"Jefferson County, CO",8,55,519675
2005,CO,"Larimer County, CO",8,30,275116
2005,CO,"Mesa County, CO",8,19,130194
2005,CO,"Montrose County, CO",8,11,37227
2005,CO,"Pueblo County, CO",8,20,149825
2005,CO,"Weld County, CO",8,19,222879
2005,CT,"Fairfield County, CT",9,44,897653
2005,CT,"Hartford County, CT",9,50,878081
2005,CT,"Middlesex County, CT",9,10,162191
2005,CT,"New Haven County, CT",9,51,847162
2005,CT,"New London County, CT",9,11,269664
2005,DE,"Kent County, DE",10,13,144585
2005,DE,"New Castle County, DE",10,46,523343
2005,DE,"Sussex County, DE",10,16,177222
2005,DC,"District of Columbia, DC",11,154,567136
2005,FL,"Alachua County, FL",12,18,233756
2005,FL,"Bay County, FL",12,24,162917
2005,FL,"Brevard County, FL",12,57,529907
2005,FL,"Broward County, FL",12,132,1746896
2005,FL,"Charlotte County, FL",12,21,155262
2005,FL,"Citrus County, FL",12,28,133791
2005,FL,"Clay County, FL",12,20,169418
2005,FL,"Collier County, FL",12,27,307452
2005,FL,"Columbia County, FL",12,11,63109
2005,FL,"Duval County, FL",12,144,828988
2005,FL,"Escambia County, FL",12,29,298339
2005,FL,"Hernando County, FL",12,11,157156
2005,FL,"Highlands County, FL",12,16,95614
2005,FL,"Hillsborough County, FL",12,103,1143154
2005,FL,"Indian River County, FL",12,26,127955
2005,FL,"Lake County, FL",12,22,267587
2005,FL,"Lee County, FL",12,65,555029
2005,FL,"Leon County, FL",12,18,258083
2005,FL,"Levy County, FL",12,15,38355
2005,FL,"Manatee County, FL",12,27,306845
2005,FL,"Marion County, FL",12,37,303558
2005,FL,"Martin County, FL",12,15,141912
2005,FL,"Miami-Dade County, FL",12,220,2385872
2005,FL,"Nassau County, FL",12,12,65568
2005,FL,"Okaloosa County, FL",12,19,184045
2005,FL,"Orange County, FL",12,99,1053341
2005,FL,"Osceola County, FL",12,19,228026
2005,FL,"Palm Beach County, FL",12,121,1278380
2005,FL,"Pasco County, FL",12,40,421844
2005,FL,"Pinellas County, FL",12,103,929426
2005,FL,"Polk County, FL",12,57,547373
2005,FL,"Putnam County, FL",12,15,73792
2005,FL,"St. Johns County, FL",12,14,160266
2005,FL,"St. Lucie County, FL",12,19,241965
2005,FL,"Santa Rosa County, FL",12,16,141132
2005,FL,"Sarasota County, FL",12,35,367912
2005,FL,"Seminole County, FL",12,34,406840
2005,FL,"Volusia County, FL",12,57,486297
2005,FL,"Walton County, FL",12,10,49392
2005,GA,"Bartow County, GA",13,13,90334
2005,GA,"Bibb County, GA",13,36,154003
2005,GA,"Carroll County, GA",13,10,102526
2005,GA,"Chatham County, GA",13,49,242242
2005,GA,"Cherokee County, GA",13,15,182128
2005,GA,"Clarke County, GA",13,12,109536
2005,GA,"Clayton County, GA",13,32,256292
2005,GA,"Cobb County, GA",13,66,646754
2005,GA,"Columbia County, GA",13,10,106477
2005,GA,"Coweta County, GA",13,12,108371
2005,GA,"DeKalb County, GA",13,83,668998
2005,GA,"Dougherty County, GA",13,11,94610
2005,GA,"Douglas County, GA",13,12,113354
2005,GA,"Fayette County, GA",13,11,101961
2005,GA,"Fulton County, GA",13,134,818737
2005,GA,"Gwinnett County, GA",13,60,710978
2005,GA,"Hall County, GA",13,10,160979
2005,GA,"Henry County, GA",13,19,169607
2005,GA,"Houston County, GA",13,12,126201
2005,GA,"Lowndes County, GA",13,14,98273
2005,GA,"Muscogee County, GA",13,24,186543
2005,GA,"Paulding County, GA",13,13,113132
2005,GA,"Richmond County, GA",13,28,195837
2005,GA,"Tift County, GA",13,10,38789
2005,GA,"Walker County, GA",13,10,65160
2005,HI,"Honolulu County, HI",15,15,918181
2005,ID,"Ada County, ID",16,30,348755
2005,ID,"Bingham County, ID",16,11,43173
2005,ID,"Bonneville County, ID",16,18,91709
2005,ID,"Canyon County, ID",16,18,163947
2005,ID,"Kootenai County, ID",16,28,125972
2005,ID,"Twin Falls County, ID",16,13,69833
2005,IL,"Cook County, IL",17,581,5207615
2005,IL,"DuPage County, IL",17,36,911378
2005,IL,"Kane County, IL",17,22,475384
2005,IL,"Kankakee County, IL",17,11,107917
2005,IL,"Lake County, IL",17,20,684419
2005,IL,"McHenry County, IL",17,11,294280
2005,IL,"Madison County, IL",17,15,264759
2005,IL,"Peoria County, IL",17,21,182868
2005,IL,"Rock Island County, IL",17,11,147067
2005,IL,"St. Clair County, IL",17,47,261255
2005,IL,"Sangamon County, IL",17,16,192432
2005,IL,"Tazewell County, IL",17,10,130784
2005,IL,"Will County, IL",17,35,627610
2005,IL,"Winnebago County, IL",17,35,286178
2005,IN,"Allen County, IN",18,37,343238
2005,IN,"Clark County, IN",18,13,101781
2005,IN,"Delaware County, IN",18,14,118170
2005,IN,"Elkhart County, IN",18,14,192242
2005,IN,"Johnson County, IN",18,14,126769
2005,IN,"Lake County, IN",18,87,489530
2005,IN,"La Porte County, IN",18,12,109541
2005,IN,"Madison County, IN",18,15,130871
2005,IN,"Marion County, IN",18,151,873310
2005,IN,"Porter County, IN",18,10,156024
2005,IN,"St. Joseph County, IN",18,29,264863
2005,IN,"Tippecanoe County, IN",18,11,158834
2005,IN,"Vanderburgh County, IN",18,27,175769
2005,IA,"Linn County, IA",19,11,200395
2005,IA,"Polk County, IA",19,26,399030
2005,IA,"Scott County, IA",19,11,158543
2005,IA,"Woodbury County, IA",19,10,100589
2005,KS,"Johnson County, KS",20,31,504441
2005,KS,"Sedgwick County, KS",20,43,467113
2005,KS,"Shawnee County, KS",20,12,171893
2005,KS,"Wyandotte County, KS",20,39,154356
2005,KY,"Carter County, KY",21,10,27767
2005,KY,"Christian County, KY",21,10,72892
2005,KY,"Daviess County, KY",21,16,93150
2005,KY,"Fayette County, KY",21,27,275540
2005,KY,"Hopkins County, KY",21,12,46640
2005,KY,"Jefferson County, KY",21,100,710018
2005,KY,"Kenton County, KY",21,18,153769
2005,KY,"Perry County, KY",21,10,28851
2005,KY,"Pike County, KY",21,14,65719
2005,KY,"Warren County, KY",21,11,102121
2005,LA,"Ascension Parish, LA",22,12,89741
2005,LA,"Bossier Parish, LA",22,12,107477
2005,LA,"Caddo Parish, LA",22,60,249593
2005,LA,"Calcasieu Parish, LA",22,29,186417
2005,LA,"East Baton Rouge Parish, LA",22,78,413812
2005,LA,"Iberia Parish, LA",22,12,72641
2005,LA,"Jefferson Parish, LA",22,81,456554
2005,LA,"Lafayette Parish, LA",22,28,202053
2005,LA,"Lafourche Parish, LA",22,10,92656
2005,LA,"Livingston Parish, LA",22,16,109208
2005,LA,"Orleans Parish, LA",22,229,494294
2005,LA,"Ouachita Parish, LA",22,13,149476
2005,LA,"Rapides Parish, LA",22,15,127544
2005,LA,"St. Bernard Parish, LA",22,11,71300
2005,LA,"St. John the Baptist Parish, LA",22,12,45296
2005,LA,"St. Landry Parish, LA",22,10,83952
2005,LA,"St. Tammany Parish, LA",22,32,217358
2005,LA,"Tangipahoa Parish, LA",22,18,106987
2005,LA,"Terrebonne Parish, LA",22,17,107811
2005,LA,"Webster Parish, LA",22,10,41203
2005,ME,"Cumberland County, ME",23,15,276275
2005,ME,"Penobscot County, ME",23,11,149726
2005,ME,"York County, ME",23,19,198199
2005,MD,"Anne Arundel County, MD",24,43,516171
2005,MD,"Baltimore County, MD",24,70,789110
2005,MD,"Carroll County, MD",24,10,165519
2005,MD,"Charles County, MD",24,12,138560
2005,MD,"Frederick County, MD",24,14,221201
2005,MD,"Harford County, MD",24,19,238402
2005,MD,"Montgomery County, MD",24,38,921531
2005,MD,"Prince George's County, MD",24,156,853271
2005,MD,"Washington County, MD",24,15,142084
2005,MD,"Wicomico County, MD",24,13,92508
2005,MD,"Baltimore city, MD",24,210,621560
2005,MA,"Bristol County, MA",25,19,545437
2005,MA,"Essex County, MA",25,24,728877
2005,MA,"Hampden County, MA",25,30,461147
2005,MA,"Middlesex County, MA",25,30,1454868
2005,MA,"Norfolk County, MA",25,10,651538
2005,MA,"Plymouth County, MA",25,19,486292
2005,MA,"Suffolk County, MA",25,51,686600
2005,MA,"Worcester County, MA",25,22,781265
2005,MI,"Allegan County, MI",26,10,110865
2005,MI,"Berrien County, MI",26,16,158510
2005,MI,"Calhoun County, MI",26,16,138946
2005,MI,"Cass County, MI",26,10,52358
2005,MI,"Eaton County, MI",26,14,108073
2005,MI,"Genesee County, MI",26,75,442508
2005,MI,"Ingham County, MI",26,13,282970
2005,MI,"Jackson County, MI",26,19,163047
2005,MI,"Kalamazoo County, MI",26,19,243259
2005,MI,"Kent County, MI",26,32,592210
2005,MI,"Macomb County, MI",26,49,828765
2005,MI,"Muskegon County, MI",26,12,173608
2005,MI,"Oakland County, MI",26,69,1203253
2005,MI,"Saginaw County, MI",26,42,207368
2005,MI,"St. Clair County, MI",26,10,168209
2005,MI,"Tuscola County, MI",26,13,57855
2005,MI,"Van Buren County, MI",26,11,77009
2005,MI,"Washtenaw County, MI",26,11,342234
2005,MI,"Wayne County, MI",26,415,1960263
2005,MN,"Anoka County, MN",27,15,319830
2005,MN,"Beltrami County, MN",27,19,42700
2005,MN,"Dakota County, MN",27,16,381829
2005,MN,"Hennepin County, MN",27,91,1117015
2005,MN,"Ramsey County, MN",27,35,497560
2005,MN,"St. Louis County, MN",27,13,198443
2005,MN,"Washington County, MN",27,12,219972
2005,MS,"DeSoto County, MS",28,18,136915
2005,MS,"Harrison County, MS",28,24,197784
2005,MS,"Hinds County, MS",28,52,247370
2005,MS,"Jackson County, MS",28,25,137913
2005,MS,"Jones County, MS",28,11,65871
2005,MS,"Lauderdale County, MS",28,10,78082
2005,MS,"Madison County, MS",28,12,84846
2005,MS,"Rankin County, MS",28,14,130354
2005,MS,"Warren County, MS",28,12,48836
2005,MS,"Washington County, MS",28,14,55872
2005,MO,"Boone County, MO",29,16,148786
2005,MO,"Butler County, MO",29,13,41995
2005,MO,"Cass County, MO",29,13,92520
2005,MO,"Clay County, MO",29,21,200659
2005,MO,"Cole County, MO",29,10,72948
2005,MO,"Franklin County, MO",29,11,98417
2005,MO,"Greene County, MO",29,17,257282
2005,MO,"Jackson County, MO",29,141,658592
2005,MO,"Jasper County, MO",29,12,110219
2005,MO,"Jefferson County, MO",29,17,210142
