year,month,state,state full name,permit,permit_recheck,handgun,long_gun,other,multiple,totals
2019,2019-12,AL,Alabama,33683,485,33020,25882,1560,1382,100100
2019,2019-12,AK,Alaska,386,13,3455,3080,397,215,7840
2019,2019-12,AZ,Arizona,4536,649,18178,10423,1560,1109,38171
2019,2019-12,AR,Arkansas,2339,638,8671,10957,531,458,25699
2019,2019-12,CA,California,29544,0,40637,30780,4883,0,106600
2019,2019-12,CO,Colorado,4867,0,22531,16681,1762,1333,47496
2019,2019-12,CT,Connecticut,4329,384,5655,2215,706,0,13289
2019,2019-12,DE,Delaware,153,0,2075,2301,120,94,4920
2019,2019-12,DC,District of Columbia,623,0,101,1,0,1,755
2019,2019-12,FL,Florida,15238,0,67435,31580,4458,3150,128789
2019,2019-12,GA,Georgia,19493,0,21514,17664,880,807,63154
2019,2019-12,GU,Guam,0,0,180,86,18,10,294
2019,2019-12,HI,Hawaii,1195,0,0,0,0,0,1199
2019,2019-12,ID,Idaho,5207,5,6745,7111,514,328,20609
2019,2019-12,IL,Illinois,15241,493794,24792,13258,0,1107,548192
2019,2019-12,IN,Indiana,757,31033,26770,18746,2075,1239,81766
2019,2019-12,IA,Iowa,6589,8286,271,4421,81,3,19747
2019,2019-12,KS,Kansas,1324,12,8092,8653,716,476,20244
2019,2019-12,KY,Kentucky,1160,369253,16185,14471,729,753,405291
2019,2019-12,LA,Louisiana,943,103,14237,16743,912,767,35358
2019,2019-12,ME,Maine,301,3,3651,4119,348,211,8806
2019,2019-12,MP,Mariana Islands,0,0,8,0,2,0,10
2019,2019-12,MD,Maryland,3446,8,4175,6878,186,34,15005
2019,2019-12,MA,Massachusetts,6973,0,4516,2789,510,196,15069
2019,2019-12,MI,Michigan,15746,3453,14303,14075,1008,332,49209
2019,2019-12,MN,Minnesota,9676,25827,9835,11241,1023,514,58701
2019,2019-12,MS,Mississippi,1515,0,12935,14538,536,593,32804
2019,2019-12,MO,Missouri,3695,0,26084,22222,2346,1321,58129
2019,2019-12,MT,Montana,1365,0,4169,5522,301,249,12540
2019,2019-12,NE,Nebraska,4689,91,173,3205,44,4,8271
2019,2019-12,NV,Nevada,1622,0,6307,3636,385,362,12762
2019,2019-12,NH,New Hampshire,1081,0,5471,3255,322,0,10232
2019,2019-12,NJ,New Jersey,0,0,3747,4341,216,0,8427
2019,2019-12,NM,New Mexico,760,0,7794,5184,584,421,15629
2019,2019-12,NY,New York,3069,1461,8899,16654,1517,224,32574
2019,2019-12,NC,North Carolina,23541,75,2559,22945,1295,245,54582
2019,2019-12,ND,North Dakota,261,13,2155,3171,175,120,6058
2019,2019-12,OH,Ohio,9850,146,31054,23312,2223,1380,69642
2019,2019-12,OK,Oklahoma,2309,0,19110,14320,1574,1223,41600
2019,2019-12,OR,Oregon,5009,564,17610,14016,0,4,37374
2019,2019-12,PA,Pennsylvania,21995,0,53180,20278,32,0,96382
2019,2019-12,PR,Puerto Rico,0,0,1767,195,131,26,2138
2019,2019-12,RI,Rhode Island,0,0,1117,794,84,217,2406
2019,2019-12,SC,South Carolina,7891,197,14905,11857,1005,655,37962
2019,2019-12,SD,South Dakota,467,9,3264,4482,262,207,8999
2019,2019-12,TN,Tennessee,10319,26,35893,26800,1899,0,75036
2019,2019-12,TX,Texas,25456,0,69732,53386,4713,3398,166241
2019,2019-12,UT,Utah,11139,62935,5893,6783,407,0,87883
2019,2019-12,VT,Vermont,0,0,1610,1613,151,83,3484
2019,2019-12,VI,Virgin Islands,78,0,32,0,0,0,110
2019,2019-12,VA,Virginia,392,406,37790,29539,8357,0,76559
2019,2019-12,WA,Washington,13500,404,20508,11752,3724,51,52234
2019,2019-12,WV,West Virginia,1616,98,8815,9944,415,490,22990
2019,2019-12,WI,Wisconsin,7738,509,17195,14486,1223,41,41584
2019,2019-12,WY,Wyoming,543,7,3293,3077,212,152,7556
2019,2019-11,AL,Alabama,26375,472,24005,19212,1161,1286,77657
2019,2019-11,AK,Alaska,238,10,3003,2980,368,260,7213
2019,2019-11,AZ,Arizona,4524,650,13775,8180,1131,1182,31352
2019,2019-11,AR,Arkansas,2319,649,6814,9628,321,542,23192
2019,2019-11,CA,California,29002,0,34345,25063,3564,0,92765
2019,2019-11,CO,Colorado,4765,0,17950,13946,1475,1272,39682
2019,2019-11,CT,Connecticut,5513,355,4908,2321,692,0,13789
2019,2019-11,DE,Delaware,154,0,1684,2063,95,88,4258
2019,2019-11,DC,District of Columbia,459,0,103,1,0,1,595
2019,2019-11,FL,Florida,14070,0,54799,24497,3666,2924,107274
2019,2019-11,GA,Georgia,14625,0,16171,13002,653,721,48604
2019,2019-11,GU,Guam,0,0,98,65,12,5,181
2019,2019-11,HI,Hawaii,921,0,0,0,0,0,923
2019,2019-11,ID,Idaho,5124,7,4875,5774,426,330,17385
2019,2019-11,IL,Illinois,12356,403014,21597,12115,0,1002,450084
2019,2019-11,IN,Indiana,668,35253,21903,17950,1776,1067,80002
2019,2019-11,IA,Iowa,6123,9707,348,4487,58,9,20819
2019,2019-11,KS,Kansas,1040,4,7143,7349,606,452,17643
2019,2019-11,KY,Kentucky,1372,360423,12094,12686,528,738,391747
2019,2019-11,LA,Louisiana,620,65,11282,13282,687,660,28692
2019,2019-11,ME,Maine,278,6,2839,4424,292,194,8297
2019,2019-11,MP,Mariana Islands,0,0,6,6,1,0,13
2019,2019-11,MD,Maryland,3281,27,3447,7153,140,43,14459
2019,2019-11,MA,Massachusetts,8291,0,4651,2868,541,175,16649
2019,2019-11,MI,Michigan,13890,3292,13255,19391,747,357,51439
2019,2019-11,MN,Minnesota,8681,22075,9148,13550,902,508,55511
2019,2019-11,MS,Mississippi,1509,0,9210,11603,439,466,26494
2019,2019-11,MO,Missouri,2721,0,21090,21032,1659,1238,51008
2019,2019-11,MT,Montana,1082,7,3032,4517,226,233,10295
2019,2019-11,NE,Nebraska,2928,67,128,2954,21,9,6208
2019,2019-11,NV,Nevada,1546,0,4892,2873,340,318,10424
2019,2019-11,NH,New Hampshire,1001,3,4803,3289,291,2,9538
2019,2019-11,NJ,New Jersey,0,0,3721,3914,200,0,7955
2019,2019-11,NM,New Mexico,540,0,6317,4586,527,491,13508
2019,2019-11,NY,New York,3276,1504,8355,18336,1329,254,33832
2019,2019-11,NC,North Carolina,20804,72,2394,18720,1086,263,48107
2019,2019-11,ND,North Dakota,274,16,1731,3237,135,105,5738
2019,2019-11,OH,Ohio,9271,100,25230,24933,2034,1390,65092
2019,2019-11,OK,Oklahoma,2483,0,18679,12894,1279,1417,40823
2019,2019-11,OR,Oregon,4844,653,15105,11503,0,9,32305
2019,2019-11,PA,Pennsylvania,18877,0,49972,22212,39,0,92011
2019,2019-11,PR,Puerto Rico,0,0,1902,203,114,30,2273
2019,2019-11,RI,Rhode Island,0,0,1039,747,57,174,2149
2019,2019-11,SC,South Carolina,7254,179,11531,9303,822,745,31593
2019,2019-11,SD,South Dakota,409,2,2687,4634,205,216,8510
2019,2019-11,TN,Tennessee,8140,37,27826,21101,1706,0,58890
2019,2019-11,TX,Texas,23710,0,57252,41942,3592,3519,140598
2019,2019-11,UT,Utah,11392,54755,4095,5038,388,0,76354
2019,2019-11,VT,Vermont,0,0,1176,1739,106,61,3094
2019,2019-11,VI,Virgin Islands,218,0,21,2,0,1,242
2019,2019-11,VA,Virginia,438,458,27949,23374,5338,2,57662
2019,2019-11,WA,Washington,11440,374,13487,10163,2902,49,40764
2019,2019-11,WV,West Virginia,1536,155,5980,9834,299,406,20851
2019,2019-11,WI,Wisconsin,8109,559,15182,18344,1020,65,43909
2019,2019-11,WY,Wyoming,251,16,2094,2425,169,129,5411
2019,2019-10,AL,Alabama,25615,635,16759,13692,1078,938,63254
2019,2019-10,AK,Alaska,168,5,3304,3510,392,302,8281
2019,2019-10,AZ,Arizona,5151,686,11543,7509,1138,798,28833
2019,2019-10,AR,Arkansas,3031,825,4809,7173,351,391,19303
2019,2019-10,CA,California,36057,0,32128,23005,4198,0,96252
2019,2019-10,CO,Colorado,6006,0,15537,13269,1347,1021,37564
2019,2019-10,CT,Connecticut,5230,505,4347,1990,502,0,12574
2019,2019-10,DE,Delaware,199,0,1624,1749,116,101,3982
2019,2019-10,DC,District of Columbia,814,0,113,3,0,2,933
2019,2019-10,FL,Florida,16293,0,47504,19816,3830,2494,97214
2019,2019-10,GA,Georgia,17918,0,11105,9858,598,644,43417
2019,2019-10,GU,Guam,0,0,125,69,14,8,217
2019,2019-10,HI,Hawaii,1099,0,0,0,0,0,1102
2019,2019-10,ID,Idaho,8467,8,3784,5530,375,243,19392
2019,2019-10,IL,Illinois,12414,437512,17482,10040,0,881,478329
2019,2019-10,IN,Indiana,759,44436,16204,12595,1528,775,77713
2019,2019-10,IA,Iowa,5707,7641,174,2940,46,4,16605
2019,2019-10,KS,Kansas,1270,8,4917,5227,480,330,13324
2019,2019-10,KY,Kentucky,2238,279272,8759,8890,455,612,303650
2019,2019-10,LA,Louisiana,1606,193,8450,11231,674,568,24893
2019,2019-10,ME,Maine,430,4,2997,5699,294,209,9912
2019,2019-10,MP,Mariana Islands,0,0,11,4,0,1,16
2019,2019-10,MD,Maryland,4065,9,3372,5731,132,37,13720
2019,2019-10,MA,Massachusetts,10709,0,4064,2561,473,147,18059
2019,2019-10,MI,Michigan,16577,3865,9550,12790,685,243,44078
2019,2019-10,MN,Minnesota,11039,24658,8762,16263,909,514,62920
2019,2019-10,MS,Mississippi,2056,0,6506,7086,369,342,19167
2019,2019-10,MO,Missouri,3109,0,16633,18732,1646,1142,44498
2019,2019-10,MT,Montana,1355,2,2612,5541,251,278,11496
2019,2019-10,NE,Nebraska,3365,73,81,2182,21,2,5807
2019,2019-10,NV,Nevada,2454,0,4402,2573,298,257,10464
2019,2019-10,NH,New Hampshire,1294,2,4876,3219,216,1,9754
2019,2019-10,NJ,New Jersey,0,0,3756,3226,229,0,7327
2019,2019-10,NM,New Mexico,809,0,5518,3964,512,352,12265
2019,2019-10,NY,New York,3504,2577,8810,16600,1272,245,33982
2019,2019-10,NC,North Carolina,22917,50,1370,12811,1014,221,42903
2019,2019-10,ND,North Dakota,297,14,1446,3638,143,105,5886
2019,2019-10,OH,Ohio,10826,195,18896,16127,1706,1124,50834
2019,2019-10,OK,Oklahoma,3398,0,10536,9256,1064,930,28794
2019,2019-10,OR,Oregon,5238,833,13377,10705,0,6,30395
2019,2019-10,PA,Pennsylvania,23379,0,44371,17094,54,0,86066
2019,2019-10,PR,Puerto Rico,0,0,1892,161,79,31,2189
2019,2019-10,RI,Rhode Island,0,0,942,698,66,188,2050
2019,2019-10,SC,South Carolina,8427,205,8542,6648,623,465,26707
2019,2019-10,SD,South Dakota,579,2,2216,5161,215,205,8783
2019,2019-10,TN,Tennessee,5513,817,21973,15268,1342,0,45015
2019,2019-10,TX,Texas,28826,0,41994,33957,3423,2464,121299
2019,2019-10,UT,Utah,11721,56857,2898,3819,312,0,76361
2019,2019-10,VT,Vermont,0,0,1283,1860,103,83,3348
2019,2019-10,VI,Virgin Islands,128,0,21,1,0,0,150
2019,2019-10,VA,Virginia,497,488,20887,15388,3146,2,40490
2019,2019-10,WA,Washington,13310,486,13948,9851,2574,40,42984
2019,2019-10,WV,West Virginia,3309,119,5026,6883,274,380,18239
2019,2019-10,WI,Wisconsin,8506,758,13148,15376,1028,46,39395
2019,2019-10,WY,Wyoming,479,19,1594,2368,142,103,5067
2019,2019-09,AL,Alabama,23674,605,14259,12550,1100,801,56872
2019,2019-09,AK,Alaska,200,11,2276,2766,291,180,6106
2019,2019-09,AZ,Arizona,4812,594,12126,7629,1441,896,29307
2019,2019-09,AR,Arkansas,2995,720,4535,5063,392,336,16285
2019,2019-09,CA,California,37637,0,30776,22726,3524,0,95540
2019,2019-09,CO,Colorado,5583,0,14614,12289,1520,1015,35333
2019,2019-09,CT,Connecticut,5507,438,4115,1726,577,0,12365
2019,2019-09,DE,Delaware,207,0,1397,1378,134,62,3356
2019,2019-09,DC,District of Columbia,484,0,94,5,0,2,610
2019,2019-09,FL,Florida,14077,0,44565,18261,4154,2361,89815
2019,2019-09,GA,Georgia,17501,1,10415,7843,601,533,39794
2019,2019-09,GU,Guam,0,0,123,58,17,11,209
2019,2019-09,HI,Hawaii,967,0,0,0,0,0,969
2019,2019-09,ID,Idaho,5828,4,3645,4776,395,229,15818
2019,2019-09,IL,Illinois,13011,442109,17639,9512,0,891,483162
2019,2019-09,IN,Indiana,504,42656,15291,10734,1680,813,72951
2019,2019-09,IA,Iowa,4288,5258,131,2288,31,7,12081
2019,2019-09,KS,Kansas,1048,11,4405,4322,477,264,11473
2019,2019-09,KY,Kentucky,1675,265396,8526,6502,489,527,286064
2019,2019-09,LA,Louisiana,1784,80,8996,9417,786,632,23463
2019,2019-09,ME,Maine,441,4,2919,4439,265,211,8510
2019,2019-09,MP,Mariana Islands,0,0,6,10,0,0,16
2019,2019-09,MD,Maryland,3189,10,2981,4714,131,39,11386
2019,2019-09,MA,Massachusetts,10377,0,3523,2370,468,150,16991
2019,2019-09,MI,Michigan,15531,3693,9135,11241,767,239,40925
2019,2019-09,MN,Minnesota,10138,20054,8131,14379,870,487,54733
2019,2019-09,MS,Mississippi,1691,0,6384,5653,380,345,16974
2019,2019-09,MO,Missouri,2953,0,15032,13663,1559,1008,36924
2019,2019-09,MT,Montana,1129,0,2651,4533,270,237,10091
2019,2019-09,NE,Nebraska,3234,48,63,1631,23,2,5065
2019,2019-09,NV,Nevada,1826,0,3985,2467,297,267,9285
2019,2019-09,NH,New Hampshire,1192,1,4458,2948,190,0,8940
2019,2019-09,NJ,New Jersey,0,0,3760,3285,218,0,7372
2019,2019-09,NM,New Mexico,737,0,5517,3752,601,319,11850
2019,2019-09,NY,New York,3219,2026,8316,16334,1417,225,32332
2019,2019-09,NC,North Carolina,21099,136,1306,10756,941,211,38305
2019,2019-09,ND,North Dakota,227,35,1489,3300,134,107,5455
2019,2019-09,OH,Ohio,10321,154,17083,13048,1534,936,44767
2019,2019-09,OK,Oklahoma,3284,0,8852,7851,1127,850,25203
2019,2019-09,OR,Oregon,4537,695,12140,10443,0,6,28008
2019,2019-09,PA,Pennsylvania,21942,0,40203,14471,33,0,77630
2019,2019-09,PR,Puerto Rico,0,0,1554,191,85,29,1878
2019,2019-09,RI,Rhode Island,0,0,837,649,74,167,1842
2019,2019-09,SC,South Carolina,7673,169,7420,5455,689,328,23280
2019,2019-09,SD,South Dakota,583,6,2068,3640,168,132,6932
2019,2019-09,TN,Tennessee,4246,913,20638,13292,1314,0,40468
2019,2019-09,TX,Texas,27236,0,42688,35840,3736,2477,121718
2019,2019-09,UT,Utah,8999,56706,2892,3430,322,0,73084
2019,2019-09,VT,Vermont,0,0,1175,1559,154,81,2991
2019,2019-09,VI,Virgin Islands,89,0,26,2,0,0,117
2019,2019-09,VA,Virginia,573,331,19517,13336,3231,0,37059
2019,2019-09,WA,Washington,11495,202,12977,8424,2581,42,38130
2019,2019-09,WV,West Virginia,5232,147,4581,5149,339,305,17740
2019,2019-09,WI,Wisconsin,7833,696,12339,13865,980,54,36278
2019,2019-09,WY,Wyoming,669,6,1595,2274,147,109,5176
2019,2019-08,AL,Alabama,29437,886,18831,12672,1379,1023,69377
2019,2019-08,AK,Alaska,51,12,2593,3137,319,224,6796
2019,2019-08,AZ,Arizona,6095,543,14272,8281,1495,1014,33851
2019,2019-08,AR,Arkansas,3397,705,5267,5445,386,407,18303
2019,2019-08,CA,California,26631,0,36607,25247,3837,0,99146
2019,2019-08,CO,Colorado,6188,0,17237,12352,1522,1161,38755
2019,2019-08,CT,Connecticut,5606,417,4806,1785,712,0,13326
2019,2019-08,DE,Delaware,167,0,1630,1383,133,78,3547
2019,2019-08,DC,District of Columbia,228,0,101,5,0,1,386
2019,2019-08,FL,Florida,19468,0,54215,18910,4711,2632,107318
2019,2019-08,GA,Georgia,20151,0,12501,8234,711,589,45508
2019,2019-08,GU,Guam,0,0,128,95,18,7,248
2019,2019-08,HI,Hawaii,1021,0,0,0,0,0,1025
2019,2019-08,ID,Idaho,6159,1,4039,4604,403,252,16411
2019,2019-08,IL,Illinois,13542,448997,19105,9281,0,790,491715
2019,2019-08,IN,Indiana,1140,37531,19883,11389,1756,854,74022
2019,2019-08,IA,Iowa,4674,4822,144,1985,32,5,11760
2019,2019-08,KS,Kansas,1281,6,5240,4730,509,357,13227
2019,2019-08,KY,Kentucky,1628,291623,10802,6592,475,592,315348
2019,2019-08,LA,Louisiana,1959,93,10016,8147,892,637,23780
2019,2019-08,ME,Maine,462,3,3054,3398,307,204,7686
2019,2019-08,MP,Mariana Islands,0,0,4,4,0,1,9
2019,2019-08,MD,Maryland,3364,12,3518,4472,126,35,11823
2019,2019-08,MA,Massachusetts,10965,2,4788,2609,461,228,19189
2019,2019-08,MI,Michigan,18954,1316,9724,8698,706,220,39967
2019,2019-08,MN,Minnesota,10745,20927,8510,11265,914,476,53571
2019,2019-08,MS,Mississippi,1669,0,9042,7144,492,551,21951
2019,2019-08,MO,Missouri,2895,0,18605,14755,1809,1136,42413
2019,2019-08,MT,Montana,1255,0,2945,3956,270,251,9931
2019,2019-08,NE,Nebraska,3507,81,91,1600,25,2,5396
2019,2019-08,NV,Nevada,2086,0,4896,2596,385,285,10782
2019,2019-08,NH,New Hampshire,1318,1,5168,2744,225,0,9617
2019,2019-08,NJ,New Jersey,0,0,4061,3341,196,0,7721
2019,2019-08,NM,New Mexico,891,0,6932,4000,597,374,13906
2019,2019-08,NY,New York,2796,1700,7995,11563,1224,240,26227
2019,2019-08,NC,North Carolina,24648,98,1724,11474,1225,238,44438
2019,2019-08,ND,North Dakota,298,4,1656,2792,154,103,5228
2019,2019-08,OH,Ohio,11005,115,22222,12658,1901,1006,50963
2019,2019-08,OK,Oklahoma,3837,0,10823,8668,1266,952,29350
2019,2019-08,OR,Oregon,4885,795,13926,9496,0,14,29328
2019,2019-08,PA,Pennsylvania,25460,0,43559,13314,45,0,83346
2019,2019-08,PR,Puerto Rico,0,0,2135,233,67,23,2486
2019,2019-08,RI,Rhode Island,0,0,954,618,80,158,1895
2019,2019-08,SC,South Carolina,8337,175,9423,6241,833,455,27354
2019,2019-08,SD,South Dakota,553,4,2367,3343,195,124,6971
2019,2019-08,TN,Tennessee,4256,345,25754,14536,1540,0,46533
2019,2019-08,TX,Texas,29242,0,49804,36943,3855,2652,133647
2019,2019-08,UT,Utah,10682,56857,2976,3002,340,0,74699
2019,2019-08,VT,Vermont,0,0,1371,1320,156,68,2936
2019,2019-08,VI,Virgin Islands,125,0,21,3,0,0,149
2019,2019-08,VA,Virginia,946,231,23429,13458,3324,0,41457
2019,2019-08,WA,Washington,13289,215,13689,7551,2632,47,40144
2019,2019-08,WV,West Virginia,2748,150,5846,4737,339,371,16501
2019,2019-08,WI,Wisconsin,8235,582,13127,11622,1009,64,35146
2019,2019-08,WY,Wyoming,288,15,1767,2004,166,119,4754
2019,2019-07,AL,Alabama,33116,865,8711,5851,410,353,51757
2019,2019-07,AK,Alaska,167,24,2172,2139,247,151,5298
2019,2019-07,AZ,Arizona,5181,489,11005,5995,1203,651,26325
2019,2019-07,AR,Arkansas,2687,645,4049,3487,289,305,13684
2019,2019-07,CA,California,27930,0,30400,20830,3485,0,89532
2019,2019-07,CO,Colorado,6156,0,15550,9601,1238,916,33812
2019,2019-07,CT,Connecticut,6838,477,4235,1403,409,0,13362
2019,2019-07,DE,Delaware,227,0,1410,936,107,65,2873
2019,2019-07,DC,District of Columbia,250,0,105,4,0,3,375
2019,2019-07,FL,Florida,14674,0,43914,13570,3307,1968,84024
2019,2019-07,GA,Georgia,16348,0,9663,5261,476,394,34787
2019,2019-07,GU,Guam,0,0,121,57,14,8,200
2019,2019-07,HI,Hawaii,1040,0,0,0,0,0,1045
2019,2019-07,ID,Idaho,11449,0,3504,3341,311,179,19637
2019,2019-07,IL,Illinois,10764,405293,15782,6889,0,730,439458
2019,2019-07,IN,Indiana,534,36096,13982,7568,1225,583,61139
2019,2019-07,IA,Iowa,3935,6072,113,1264,29,4,11507
2019,2019-07,KS,Kansas,1635,3,4255,3203,417,260,10662
2019,2019-07,KY,Kentucky,1627,301200,8059,4658,370,451,319270
2019,2019-07,LA,Louisiana,1781,119,7646,5110,624,399,17385
2019,2019-07,ME,Maine,412,3,2322,2161,190,135,5437
2019,2019-07,MP,Mariana Islands,0,0,5,8,0,0,13
2019,2019-07,MD,Maryland,3248,17,3082,3162,84,50,9891
2019,2019-07,MA,Massachusetts,9084,0,3711,1886,387,132,15272
2019,2019-07,MI,Michigan,17643,8,7396,5571,538,164,31607
2019,2019-07,MN,Minnesota,7939,19570,6938,6575,610,289,42454
2019,2019-07,MS,Mississippi,1694,0,5769,3476,313,302,13918
2019,2019-07,MO,Missouri,2602,0,14131,10224,1249,787,31627
2019,2019-07,MT,Montana,1018,0,2615,3045,192,209,8110
2019,2019-07,NE,Nebraska,2736,77,80,1047,19,1,4044
2019,2019-07,NV,Nevada,1917,0,3852,1891,313,240,8635
2019,2019-07,NH,New Hampshire,1169,0,3874,1996,217,0,7439
2019,2019-07,NJ,New Jersey,0,0,4160,2590,211,0,7049
2019,2019-07,NM,New Mexico,777,0,5219,3365,458,379,11128
2019,2019-07,NY,New York,3060,2435,7051,8051,1055,214,22471
2019,2019-07,NC,North Carolina,22769,118,1265,7650,806,185,36694
2019,2019-07,ND,North Dakota,302,0,1219,1942,111,72,3794
2019,2019-07,OH,Ohio,10259,116,15931,9342,1203,748,39206
2019,2019-07,OK,Oklahoma,3249,0,8752,5997,923,779,22754
2019,2019-07,OR,Oregon,4178,765,11746,7572,0,6,24493
2019,2019-07,PA,Pennsylvania,21201,0,33850,10017,27,0,66052
2019,2019-07,PR,Puerto Rico,0,0,1958,192,119,28,2317
2019,2019-07,RI,Rhode Island,0,0,788,479,73,125,1561
2019,2019-07,SC,South Carolina,8181,216,7274,3667,696,331,21886
2019,2019-07,SD,South Dakota,478,0,2057,2214,159,106,5323
2019,2019-07,TN,Tennessee,12773,1,19494,10191,1116,0,43647
2019,2019-07,TX,Texas,21477,0,34215,21520,3002,1887,91183
2019,2019-07,UT,Utah,14092,55855,2558,2495,269,0,76002
2019,2019-07,VT,Vermont,0,0,1005,978,122,62,2183
2019,2019-07,VI,Virgin Islands,25,0,45,5,0,0,75
2019,2019-07,VA,Virginia,670,151,19139,9731,2757,0,32513
2019,2019-07,WA,Washington,13468,217,12636,5788,2716,39,37439
2019,2019-07,WV,West Virginia,1951,84,4289,3610,229,292,12289
2019,2019-07,WI,Wisconsin,6733,541,9938,6714,746,48,25170
2019,2019-07,WY,Wyoming,790,7,1528,1587,136,101,4469
2019,2019-06,AL,Alabama,28449,499,6947,4521,298,432,42898
2019,2019-06,AK,Alaska,251,6,2465,2000,239,182,5557
2019,2019-06,AZ,Arizona,5371,438,11375,5931,1309,656,26746
2019,2019-06,AR,Arkansas,2690,559,4653,3214,292,458,13956
2019,2019-06,CA,California,39303,0,38712,27050,4856,0,115987
2019,2019-06,CO,Colorado,5983,0,16013,10215,1360,913,34773
2019,2019-06,CT,Connecticut,7368,395,4296,1449,533,0,14041
2019,2019-06,DE,Delaware,610,0,1364,907,122,45,3204
2019,2019-06,DC,District of Columbia,172,0,113,3,0,2,305
2019,2019-06,FL,Florida,15427,0,44378,13576,3642,2484,85730
2019,2019-06,GA,Georgia,14858,0,10549,5425,566,780,34910
2019,2019-06,GU,Guam,0,0,123,46,8,4,181
2019,2019-06,HI,Hawaii,856,0,0,0,0,0,857
2019,2019-06,ID,Idaho,8977,4,3599,3611,367,196,17541
2019,2019-06,IL,Illinois,12246,335793,17041,7321,0,765,373166
2019,2019-06,IN,Indiana,168,247044,15272,7963,1368,705,273660
2019,2019-06,IA,Iowa,3669,5749,117,1299,20,4,10933
2019,2019-06,KS,Kansas,1860,6,4133,2981,453,362,10622
2019,2019-06,KY,Kentucky,150731,202171,8520,4608,384,514,369622
2019,2019-06,LA,Louisiana,1870,75,7874,4613,673,812,17509
2019,2019-06,ME,Maine,497,5,2616,2091,236,156,5809
2019,2019-06,MP,Mariana Islands,0,0,8,9,1,0,18
2019,2019-06,MD,Maryland,2956,6,3097,3377,98,34,9839
2019,2019-06,MA,Massachusetts,9618,0,4203,1808,406,138,16256
2019,2019-06,MI,Michigan,17211,10,8445,5628,589,163,32369
2019,2019-06,MN,Minnesota,8929,21471,7316,6337,747,335,45667
2019,2019-06,MS,Mississippi,1603,1,5883,3303,286,479,13809
2019,2019-06,MO,Missouri,2400,0,14970,10263,1443,1105,32674
2019,2019-06,MT,Montana,1042,1,2644,3130,216,199,8276
2019,2019-06,NE,Nebraska,3085,52,109,1089,16,1,4411
2019,2019-06,NV,Nevada,2056,0,4117,2066,306,264,9248
2019,2019-06,NH,New Hampshire,1175,0,4138,2310,169,1,8018
2019,2019-06,NJ,New Jersey,0,0,4273,2652,178,0,7208
2019,2019-06,NM,New Mexico,873,0,5389,3203,530,255,11056
2019,2019-06,NY,New York,2954,2231,7400,9047,1092,191,23636
2019,2019-06,NC,North Carolina,20392,95,1411,7908,894,185,34768
2019,2019-06,ND,North Dakota,284,0,1286,1942,114,102,3914
2019,2019-06,OH,Ohio,10121,58,17949,9885,1659,874,42122
2019,2019-06,OK,Oklahoma,3204,0,9630,5819,1026,1072,23701
2019,2019-06,OR,Oregon,4341,477,12046,8124,0,6,25185
2019,2019-06,PA,Pennsylvania,19159,0,36023,10325,27,0,66423
2019,2019-06,PR,Puerto Rico,0,0,2568,193,117,40,2946
2019,2019-06,RI,Rhode Island,0,0,787,499,76,129,1609
2019,2019-06,SC,South Carolina,8068,236,8236,3834,740,652,23186
2019,2019-06,SD,South Dakota,555,0,2162,2237,166,156,5566
2019,2019-06,TN,Tennessee,12748,0,20708,9777,1510,0,44802
2019,2019-06,TX,Texas,25136,0,37592,22608,3351,4335,101762
2019,2019-06,UT,Utah,10927,52104,2803,2571,273,0,69438
2019,2019-06,VT,Vermont,0,0,1116,982,101,61,2269
2019,2019-06,VI,Virgin Islands,62,0,38,7,0,2,109
2019,2019-06,VA,Virginia,994,142,20006,9518,2825,0,33543
2019,2019-06,WA,Washington,14966,176,28670,18920,12059,3101,83436
2019,2019-06,WV,West Virginia,1982,0,4894,3738,302,263,12841
2019,2019-06,WI,Wisconsin,8041,537,11174,7388,854,46,28507
2019,2019-06,WY,Wyoming,429,4,1664,1728,160,114,4447
2019,2019-05,AL,Alabama,30221,643,6448,4041,271,342,43908
2019,2019-05,AK,Alaska,264,6,2716,2440,287,199,6376
2019,2019-05,AZ,Arizona,6745,517,11969,5987,1242,724,28950
2019,2019-05,AR,Arkansas,3582,751,4600,3499,293,421,15317
2019,2019-05,CA,California,45237,0,36314,24718,4700,0,111816
2019,2019-05,CO,Colorado,6697,0,16653,10619,1445,1023,36814
2019,2019-05,CT,Connecticut,7367,439,4655,1622,654,0,14737
2019,2019-05,DE,Delaware,642,0,1568,1028,159,90,3694
2019,2019-05,DC,District of Columbia,244,0,142,4,0,4,417
2019,2019-05,FL,Florida,16117,0,45087,14214,3760,2422,88204
2019,2019-05,GA,Georgia,17365,0,10988,5172,558,674,37444
2019,2019-05,GU,Guam,0,0,102,46,11,3,163
2019,2019-05,HI,Hawaii,1100,2,0,0,0,0,1105
2019,2019-05,ID,Idaho,8651,1,3738,3728,359,243,17565
2019,2019-05,IL,Illinois,13168,342314,17976,7587,0,726,381771
2019,2019-05,IN,Indiana,110,266081,15062,8146,1431,619,292587
2019,2019-05,IA,Iowa,4762,6379,115,1471,27,1,12850
2019,2019-05,KS,Kansas,1915,1,4466,3391,462,407,11538
2019,2019-05,KY,Kentucky,315756,0,7899,4585,343,511,332076
2019,2019-05,LA,Louisiana,2565,103,8327,5074,724,768,19274
2019,2019-05,ME,Maine,576,8,2886,2285,331,192,6552
