year,month,state,state full name,permit,permit_recheck,handgun,long_gun,other,multiple,totals
2010,2010-03,MT,Montana,891,0,2383,4352,46,173,9108
2010,2010-03,NE,Nebraska,3099,0,62,2201,8,7,5480
2010,2010-03,NV,Nevada,1509,0,4820,3390,0,249,10375
2010,2010-03,NH,New Hampshire,2525,0,2791,2354,17,7,7705
2010,2010-03,NJ,New Jersey,0,0,2707,2159,0,80,4949
2010,2010-03,NM,New Mexico,464,0,4443,4068,115,240,10359
2010,2010-03,NY,New York,2975,0,6093,12810,380,91,22365
2010,2010-03,NC,North Carolina,16819,0,281,9850,213,136,30488
2010,2010-03,ND,North Dakota,366,0,1108,2342,21,49,4035
2010,2010-03,OH,Ohio,0,0,21508,14073,456,710,38472
2010,2010-03,OK,Oklahoma,0,0,8887,7274,257,513,19616
2010,2010-03,OR,Oregon,143,0,8050,9568,0,661,18422
2010,2010-03,PA,Pennsylvania,201,0,1,65524,0,144,65871
2010,2010-03,PR,Puerto Rico,0,0,559,117,1,14,691
2010,2010-03,RI,Rhode Island,0,0,803,636,23,80,1542
2010,2010-03,SC,South Carolina,4648,0,7391,4645,89,214,18306
2010,2010-03,SD,South Dakota,0,0,1715,3283,32,97,5388
2010,2010-03,TN,Tennessee,16223,0,15605,10938,0,574,43340
2010,2010-03,TX,Texas,9945,0,31512,25440,765,1454,77795
2010,2010-03,UT,Utah,10775,0,2762,3486,0,150,17173
2010,2010-03,VT,Vermont,0,0,1081,1495,14,40,2630
2010,2010-03,VI,Virgin Islands,121,0,7,2,0,0,130
2010,2010-03,VA,Virginia,0,0,18718,11119,0,379,30216
2010,2010-03,WA,Washington,8286,0,11607,9443,439,371,32149
2010,2010-03,WV,West Virginia,6,0,5216,5857,113,345,13794
2010,2010-03,WI,Wisconsin,1,0,6911,14209,163,16,21554
2010,2010-03,WY,Wyoming,563,0,1473,1934,34,84,4382
2010,2010-02,AL,Alabama,408,0,13055,11229,222,613,30456
2010,2010-02,AK,Alaska,0,0,1934,2104,78,117,4649
2010,2010-02,AZ,Arizona,2665,0,8329,6312,196,385,19737
2010,2010-02,AR,Arkansas,1346,0,6346,6412,61,455,18988
2010,2010-02,CA,California,23478,0,19706,21016,0,0,64271
2010,2010-02,CO,Colorado,0,0,11557,10569,0,2882,25008
2010,2010-02,CT,Connecticut,7349,0,4327,3223,22,0,14929
2010,2010-02,DE,Delaware,0,0,726,627,14,20,1387
2010,2010-02,DC,District of Columbia,0,0,28,1,0,0,29
2010,2010-02,FL,Florida,1,0,30890,16415,0,1268,50797
2010,2010-02,GA,Georgia,10026,0,12525,8331,121,519,35867
2010,2010-02,GU,Guam,0,0,19,29,0,4,52
2010,2010-02,HI,Hawaii,829,0,0,0,0,0,829
2010,2010-02,ID,Idaho,1703,0,2150,3451,43,159,8724
2010,2010-02,IL,Illinois,35197,0,9998,10190,0,609,55994
2010,2010-02,IN,Indiana,7970,0,11285,9441,302,381,30162
2010,2010-02,IA,Iowa,7164,0,61,3259,20,5,10673
2010,2010-02,KS,Kansas,0,0,5920,5742,135,365,13308
2010,2010-02,KY,Kentucky,185467,0,9886,9557,138,811,211077
2010,2010-02,LA,Louisiana,0,0,9146,7329,207,373,19631
2010,2010-02,ME,Maine,0,0,2053,2462,37,116,4916
2010,2010-02,MP,Mariana Islands,0,0,0,0,0,0,0
2010,2010-02,MD,Maryland,0,0,3322,3343,35,21,6974
2010,2010-02,MA,Massachusetts,3566,0,2858,1628,160,87,8302
2010,2010-02,MI,Michigan,18936,0,2017,10098,155,50,31742
2010,2010-02,MN,Minnesota,7983,0,4957,7188,141,172,21210
2010,2010-02,MS,Mississippi,310,0,6188,5762,84,345,16277
2010,2010-02,MO,Missouri,1456,0,16080,12779,283,656,34082
2010,2010-02,MT,Montana,725,0,2132,3558,41,241,8525
2010,2010-02,NE,Nebraska,2578,0,23,1864,8,2,4620
2010,2010-02,NV,Nevada,1042,0,4013,3119,0,288,8959
2010,2010-02,NH,New Hampshire,1735,0,2452,2150,18,5,6377
2010,2010-02,NJ,New Jersey,0,0,1915,1675,0,65,3655
2010,2010-02,NM,New Mexico,473,0,4232,3940,95,219,10513
2010,2010-02,NY,New York,2474,0,4702,10776,272,62,18302
2010,2010-02,NC,North Carolina,14598,0,325,11629,208,272,32128
2010,2010-02,ND,North Dakota,183,0,868,1943,20,36,3253
2010,2010-02,OH,Ohio,0,0,18528,12089,408,813,34190
2010,2010-02,OK,Oklahoma,0,0,10593,8169,262,771,24308
2010,2010-02,OR,Oregon,71,0,7376,8846,0,627,16920
2010,2010-02,PA,Pennsylvania,135,0,0,47152,0,65,47352
2010,2010-02,PR,Puerto Rico,0,0,490,121,3,21,635
2010,2010-02,RI,Rhode Island,0,0,717,499,16,84,1316
2010,2010-02,SC,South Carolina,3329,0,9261,5147,98,278,20358
2010,2010-02,SD,South Dakota,0,0,1518,2978,34,96,5010
2010,2010-02,TN,Tennessee,15683,0,18309,12832,0,738,47562
2010,2010-02,TX,Texas,7572,0,36493,27823,939,2012,87849
2010,2010-02,UT,Utah,15950,0,2861,3624,0,187,22622
2010,2010-02,VT,Vermont,0,0,989,1194,19,32,2234
2010,2010-02,VI,Virgin Islands,94,0,17,1,0,1,113
2010,2010-02,VA,Virginia,0,0,14130,11132,0,358,25620
2010,2010-02,WA,Washington,6674,0,11162,9260,386,440,30358
2010,2010-02,WV,West Virginia,4,0,4859,5705,95,399,14737
2010,2010-02,WI,Wisconsin,0,0,5615,9841,147,7,16017
2010,2010-02,WY,Wyoming,407,0,1330,1680,34,90,4013
2010,2010-01,AL,Alabama,397,0,9404,10081,153,517,24397
2010,2010-01,AK,Alaska,0,0,1532,1812,67,110,3821
2010,2010-01,AZ,Arizona,2211,0,6479,5178,201,284,15687
2010,2010-01,AR,Arkansas,1841,0,3783,5039,55,272,13506
2010,2010-01,CA,California,24653,0,18280,20059,0,0,63048
2010,2010-01,CO,Colorado,0,0,10471,10141,0,3653,24265
2010,2010-01,CT,Connecticut,7855,0,4147,3316,20,0,15346
2010,2010-01,DE,Delaware,0,0,785,792,12,49,1638
2010,2010-01,DC,District of Columbia,0,0,20,1,0,0,21
2010,2010-01,FL,Florida,0,0,27038,15924,0,1303,46404
2010,2010-01,GA,Georgia,9881,0,8603,7074,123,403,29217
2010,2010-01,GU,Guam,0,0,26,25,1,1,53
2010,2010-01,HI,Hawaii,826,0,0,0,0,0,826
2010,2010-01,ID,Idaho,1761,0,1731,2693,33,118,7252
2010,2010-01,IL,Illinois,39777,0,8799,9303,0,464,58343
2010,2010-01,IN,Indiana,7459,0,9948,8614,294,366,27193
2010,2010-01,IA,Iowa,7530,0,36,2748,16,4,10429
2010,2010-01,KS,Kansas,0,0,5077,5286,144,279,11571
2010,2010-01,KY,Kentucky,183423,0,7133,7283,107,531,201899
2010,2010-01,LA,Louisiana,0,0,6607,7589,131,305,16562
2010,2010-01,ME,Maine,0,0,1590,2036,34,77,3949
2010,2010-01,MP,Mariana Islands,0,0,0,0,0,0,0
2010,2010-01,MD,Maryland,0,0,3474,3364,20,9,7055
2010,2010-01,MA,Massachusetts,3744,0,3060,1890,113,74,8882
2010,2010-01,MI,Michigan,15231,0,1901,8441,129,53,26082
2010,2010-01,MN,Minnesota,8686,0,4478,6191,161,163,20181
2010,2010-01,MS,Mississippi,280,0,3800,5394,59,242,12266
2010,2010-01,MO,Missouri,989,0,12126,10374,270,464,26169
2010,2010-01,MT,Montana,592,0,1596,3017,40,177,6771
2010,2010-01,NE,Nebraska,2149,0,12,1800,5,1,4060
2010,2010-01,NV,Nevada,729,0,3511,2806,0,246,7705
2010,2010-01,NH,New Hampshire,1878,0,2346,1998,11,6,6253
2010,2010-01,NJ,New Jersey,0,0,1958,2011,0,69,4038
2010,2010-01,NM,New Mexico,335,0,2994,3356,73,146,7971
2010,2010-01,NY,New York,2355,0,4521,10202,252,58,17411
2010,2010-01,NC,North Carolina,13077,0,230,9770,165,178,27260
2010,2010-01,ND,North Dakota,270,0,684,1895,17,34,3064
2010,2010-01,OH,Ohio,0,0,16178,11272,435,669,30348
2010,2010-01,OK,Oklahoma,0,0,7104,6793,203,502,17538
2010,2010-01,OR,Oregon,26,0,5995,6714,0,422,13157
2010,2010-01,PA,Pennsylvania,165,0,0,47194,0,95,47456
2010,2010-01,PR,Puerto Rico,0,0,483,87,1,26,597
2010,2010-01,RI,Rhode Island,0,0,648,504,21,97,1270
2010,2010-01,SC,South Carolina,4510,0,6079,4278,93,200,16697
2010,2010-01,SD,South Dakota,0,0,1194,2423,29,78,4009
2010,2010-01,TN,Tennessee,2873,0,12900,9816,0,467,26056
2010,2010-01,TX,Texas,7487,0,27645,26553,746,1527,73787
2010,2010-01,UT,Utah,36906,0,2356,2824,0,114,42200
2010,2010-01,VT,Vermont,0,0,647,801,25,22,1495
2010,2010-01,VI,Virgin Islands,62,0,21,2,0,0,85
2010,2010-01,VA,Virginia,0,0,11513,10323,0,309,22145
2010,2010-01,WA,Washington,6640,0,9348,8287,471,386,27184
2010,2010-01,WV,West Virginia,26,0,3735,4860,61,342,11693
2010,2010-01,WI,Wisconsin,0,0,4382,7950,153,7,12734
2010,2010-01,WY,Wyoming,379,0,1036,1413,26,47,3266
2009,2009-12,AL,Alabama,491,0,13285,23760,176,574,42196
2009,2009-12,AK,Alaska,0,0,2178,3397,107,102,6015
2009,2009-12,AZ,Arizona,2143,0,7360,8454,207,311,19703
2009,2009-12,AR,Arkansas,2646,0,5310,12090,45,273,23034
2009,2009-12,CA,California,22518,0,19496,27200,0,0,69236
2009,2009-12,CO,Colorado,0,0,11307,14781,0,3113,29201
2009,2009-12,CT,Connecticut,6791,0,4091,4246,21,0,15154
2009,2009-12,DE,Delaware,0,0,871,1329,21,40,2261
2009,2009-12,DC,District of Columbia,0,0,19,0,0,0,19
2009,2009-12,FL,Florida,0,0,29581,24460,0,1407,57449
2009,2009-12,GA,Georgia,7742,0,10771,17354,90,456,39352
2009,2009-12,GU,Guam,0,0,25,33,3,1,62
2009,2009-12,HI,Hawaii,992,0,0,0,0,0,992
2009,2009-12,ID,Idaho,1404,0,2153,5188,51,95,9733
2009,2009-12,IL,Illinois,44976,0,9316,13652,0,455,68399
2009,2009-12,IN,Indiana,6771,0,9904,14739,218,399,32448
2009,2009-12,IA,Iowa,8021,0,42,5570,6,1,13755
2009,2009-12,KS,Kansas,0,0,5473,9638,134,303,16327
2009,2009-12,KY,Kentucky,179234,0,9768,16164,134,568,209466
2009,2009-12,LA,Louisiana,0,0,9719,20417,132,379,32641
2009,2009-12,ME,Maine,0,0,1949,3627,38,97,5887
2009,2009-12,MP,Mariana Islands,0,0,0,0,0,0,0
2009,2009-12,MD,Maryland,1,0,3095,5433,11,7,8685
2009,2009-12,MA,Massachusetts,3731,0,2476,2014,79,77,8378
2009,2009-12,MI,Michigan,15096,0,1867,14945,146,48,32436
2009,2009-12,MN,Minnesota,5968,0,4912,10262,131,148,21883
2009,2009-12,MS,Mississippi,239,0,5272,16234,94,318,25014
2009,2009-12,MO,Missouri,927,0,14525,19444,274,639,37466
2009,2009-12,MT,Montana,464,0,2083,5309,62,150,9258
2009,2009-12,NE,Nebraska,2224,0,21,3960,4,1,6316
2009,2009-12,NV,Nevada,1050,0,4493,4516,0,293,10737
2009,2009-12,NH,New Hampshire,1507,0,2421,2572,0,11,6515
2009,2009-12,NJ,New Jersey,0,0,2139,2754,0,100,4993
2009,2009-12,NM,New Mexico,419,0,3806,5524,90,193,10961
2009,2009-12,NY,New York,3063,0,4652,15879,206,62,23872
2009,2009-12,NC,North Carolina,12785,0,239,21565,208,133,38760
2009,2009-12,ND,North Dakota,286,0,852,2860,8,42,4183
2009,2009-12,OH,Ohio,0,0,17880,20595,320,600,41266
2009,2009-12,OK,Oklahoma,0,0,9249,13253,176,585,26203
2009,2009-12,OR,Oregon,53,0,6912,11402,0,453,18820
2009,2009-12,PA,Pennsylvania,134,0,0,56138,0,89,56361
2009,2009-12,PR,Puerto Rico,0,0,600,106,4,16,726
2009,2009-12,RI,Rhode Island,0,0,645,636,17,74,1372
2009,2009-12,SC,South Carolina,3429,0,7431,9987,64,188,22497
2009,2009-12,SD,South Dakota,0,0,1367,4622,23,66,6356
2009,2009-12,TN,Tennessee,10098,0,16886,20554,0,607,48145
2009,2009-12,TX,Texas,9640,0,38003,55742,607,1757,114889
2009,2009-12,UT,Utah,8407,0,3123,6483,0,153,18166
2009,2009-12,VT,Vermont,0,0,769,1249,14,24,2056
2009,2009-12,VI,Virgin Islands,61,0,30,2,0,1,94
2009,2009-12,VA,Virginia,0,0,11911,17572,0,401,29884
2009,2009-12,WA,Washington,6058,0,11211,12797,370,378,32457
2009,2009-12,WV,West Virginia,0,0,5102,9994,85,288,17719
2009,2009-12,WI,Wisconsin,0,0,5164,11178,92,6,16605
2009,2009-12,WY,Wyoming,396,0,1366,2548,22,68,4706
2009,2009-11,AL,Alabama,399,0,8846,17054,113,431,30734
2009,2009-11,AK,Alaska,0,0,1743,2575,90,105,4726
2009,2009-11,AZ,Arizona,1722,0,4950,5721,113,293,14003
2009,2009-11,AR,Arkansas,1906,0,3487,9651,37,256,18795
2009,2009-11,CA,California,17144,0,16571,22677,0,0,56392
2009,2009-11,CO,Colorado,0,0,9422,11977,0,3067,24466
2009,2009-11,CT,Connecticut,6214,0,3409,3866,22,0,13520
2009,2009-11,DE,Delaware,0,0,656,1227,16,27,1926
2009,2009-11,DC,District of Columbia,0,0,29,0,0,0,33
2009,2009-11,FL,Florida,0,0,25427,17590,0,1141,46324
2009,2009-11,GA,Georgia,6458,0,6802,10988,70,324,27511
2009,2009-11,GU,Guam,0,0,21,22,0,0,43
2009,2009-11,HI,Hawaii,859,0,0,0,0,0,859
2009,2009-11,ID,Idaho,1387,0,1540,3649,32,110,7406
2009,2009-11,IL,Illinois,43221,0,7925,12399,0,473,64018
2009,2009-11,IN,Indiana,6427,0,7883,14084,191,301,29522
2009,2009-11,IA,Iowa,5560,0,27,5416,12,4,11146
2009,2009-11,KS,Kansas,0,0,4396,8394,99,306,14017
2009,2009-11,KY,Kentucky,172706,0,6521,12119,120,441,195656
2009,2009-11,LA,Louisiana,0,0,6232,13866,132,310,22565
2009,2009-11,ME,Maine,0,0,1552,3607,31,84,5444
2009,2009-11,MP,Mariana Islands,0,0,0,0,0,0,0
2009,2009-11,MD,Maryland,0,0,3567,5674,12,9,9498
2009,2009-11,MA,Massachusetts,3810,0,2420,2251,73,76,8631
2009,2009-11,MI,Michigan,13601,0,1814,16893,99,53,32954
2009,2009-11,MN,Minnesota,5053,0,3966,10999,95,142,20902
2009,2009-11,MS,Mississippi,216,0,3428,11069,83,264,18202
2009,2009-11,MO,Missouri,860,0,10663,16145,216,471,30743
2009,2009-11,MT,Montana,439,0,1521,3913,19,135,7326
2009,2009-11,NE,Nebraska,2024,0,16,3611,7,4,5792
2009,2009-11,NV,Nevada,1060,0,3411,3284,0,253,8367
2009,2009-11,NH,New Hampshire,1559,0,2234,2729,0,4,6536
2009,2009-11,NJ,New Jersey,0,0,1999,2644,0,70,4713
2009,2009-11,NM,New Mexico,377,0,2699,3571,66,245,7963
2009,2009-11,NY,New York,2257,0,4162,16442,242,59,23176
2009,2009-11,NC,North Carolina,10753,0,214,15387,117,118,30279
2009,2009-11,ND,North Dakota,246,0,737,2881,15,42,4107
2009,2009-11,OH,Ohio,0,0,15223,20759,314,603,39266
2009,2009-11,OK,Oklahoma,0,0,7205,10286,190,500,21832
2009,2009-11,OR,Oregon,86,0,5618,8861,0,373,14938
2009,2009-11,PA,Pennsylvania,170,0,0,59769,0,162,60101
2009,2009-11,PR,Puerto Rico,0,0,471,94,4,16,585
2009,2009-11,RI,Rhode Island,0,0,554,534,26,72,1186
2009,2009-11,SC,South Carolina,4166,0,7783,8398,50,210,21990
2009,2009-11,SD,South Dakota,0,0,1012,4323,15,61,5742
2009,2009-11,TN,Tennessee,12729,0,12301,15026,0,535,40591
2009,2009-11,TX,Texas,20688,0,27116,36125,466,1438,95339
2009,2009-11,UT,Utah,6087,0,2402,4379,0,125,12993
2009,2009-11,VT,Vermont,0,0,529,1500,16,23,2068
2009,2009-11,VI,Virgin Islands,98,0,15,4,0,0,117
2009,2009-11,VA,Virginia,0,0,11099,15971,0,364,27434
2009,2009-11,WA,Washington,4965,0,8101,9112,278,311,24453
2009,2009-11,WV,West Virginia,54,0,3522,9722,59,251,17419
2009,2009-11,WI,Wisconsin,0,0,4708,14139,76,12,19327
2009,2009-11,WY,Wyoming,353,0,1023,1758,21,61,3553
2009,2009-10,AL,Alabama,419,0,9051,13174,117,495,27346
2009,2009-10,AK,Alaska,0,0,2400,3491,79,185,6724
2009,2009-10,AZ,Arizona,2595,0,5272,5127,133,244,14831
2009,2009-10,AR,Arkansas,3358,0,3362,7981,23,308,18480
2009,2009-10,CA,California,27218,0,17537,19713,0,0,64468
2009,2009-10,CO,Colorado,0,0,8995,11262,0,2683,22940
2009,2009-10,CT,Connecticut,6960,0,3830,3937,14,0,14754
2009,2009-10,DE,Delaware,0,0,715,1006,11,31,1763
2009,2009-10,DC,District of Columbia,0,0,28,0,0,0,28
2009,2009-10,FL,Florida,0,0,25740,15529,0,1371,44824
2009,2009-10,GA,Georgia,6852,0,7054,10157,88,330,28353
2009,2009-10,GU,Guam,0,0,19,28,2,1,50
2009,2009-10,HI,Hawaii,853,0,0,0,0,0,853
2009,2009-10,ID,Idaho,1323,0,1559,3962,18,123,8237
2009,2009-10,IL,Illinois,45473,0,8321,11369,0,447,65610
2009,2009-10,IN,Indiana,7499,0,8784,11917,253,334,29405
2009,2009-10,IA,Iowa,6675,0,33,4700,14,4,11607
2009,2009-10,KS,Kansas,0,0,4912,7135,106,316,13343
2009,2009-10,KY,Kentucky,171503,0,6802,11016,119,555,194580
2009,2009-10,LA,Louisiana,0,0,6313,13425,128,308,22882
2009,2009-10,ME,Maine,0,0,1905,5557,34,119,7967
2009,2009-10,MP,Mariana Islands,0,0,0,0,0,0,0
2009,2009-10,MD,Maryland,0,0,3209,4739,13,10,8169
2009,2009-10,MA,Massachusetts,3759,0,2700,2233,110,85,8887
2009,2009-10,MI,Michigan,15026,0,1847,14413,128,52,31974
2009,2009-10,MN,Minnesota,7086,0,4546,16459,115,212,29398
2009,2009-10,MS,Mississippi,239,0,3643,7635,67,253,14967
2009,2009-10,MO,Missouri,1000,0,12308,16487,198,535,33121
2009,2009-10,MT,Montana,590,0,1733,5721,45,180,10521
2009,2009-10,NE,Nebraska,2560,0,13,3290,8,2,6017
2009,2009-10,NV,Nevada,756,0,3708,3096,0,250,8224
2009,2009-10,NH,New Hampshire,2549,0,2724,3388,0,6,8681
2009,2009-10,NJ,New Jersey,0,0,2393,2497,0,61,4953
2009,2009-10,NM,New Mexico,446,0,3191,3570,58,156,8776
2009,2009-10,NY,New York,3228,0,4851,17047,189,81,25423
2009,2009-10,NC,North Carolina,11507,0,212,13089,145,156,29399
2009,2009-10,ND,North Dakota,400,0,729,4300,13,42,5749
2009,2009-10,OH,Ohio,0,0,15130,15489,327,668,33727
2009,2009-10,OK,Oklahoma,0,0,6218,8201,184,602,18934
2009,2009-10,OR,Oregon,40,0,5616,8543,0,411,14610
2009,2009-10,PA,Pennsylvania,152,0,0,55853,0,74,56079
2009,2009-10,PR,Puerto Rico,0,0,576,111,6,12,705
2009,2009-10,RI,Rhode Island,0,0,654,584,27,90,1355
2009,2009-10,SC,South Carolina,4422,0,4957,5714,48,164,16984
2009,2009-10,SD,South Dakota,0,0,1127,5923,26,88,7578
2009,2009-10,TN,Tennessee,10163,0,12770,12309,0,538,35780
2009,2009-10,TX,Texas,8933,0,24638,32633,498,1449,78429
2009,2009-10,UT,Utah,25114,0,2056,3591,0,147,30908
2009,2009-10,VT,Vermont,0,0,692,1687,13,29,2421
2009,2009-10,VI,Virgin Islands,92,0,21,0,0,0,113
2009,2009-10,VA,Virginia,0,0,12430,14753,0,380,27563
2009,2009-10,WA,Washington,5679,0,8594,9790,317,387,27301
2009,2009-10,WV,West Virginia,0,0,3582,8264,63,340,15987
2009,2009-10,WI,Wisconsin,0,0,4807,15777,113,8,21119
2009,2009-10,WY,Wyoming,460,0,915,1764,23,47,3663
2009,2009-09,AL,Alabama,377,0,7789,11911,116,452,24221
2009,2009-09,AK,Alaska,0,0,1708,2670,61,95,4885
2009,2009-09,AZ,Arizona,2231,0,5369,5353,126,262,14619
2009,2009-09,AR,Arkansas,2244,0,3447,6513,24,245,15465
2009,2009-09,CA,California,27887,0,15805,19228,0,0,62920
2009,2009-09,CO,Colorado,0,0,9181,9886,0,2788,21855
2009,2009-09,CT,Connecticut,9076,0,3276,3077,12,0,15448
2009,2009-09,DE,Delaware,0,0,678,798,8,36,1520
2009,2009-09,DC,District of Columbia,0,0,23,0,0,0,28
2009,2009-09,FL,Florida,0,0,23346,13521,0,1092,39874
2009,2009-09,GA,Georgia,7774,0,6389,7383,76,330,24701
2009,2009-09,GU,Guam,0,0,20,18,3,0,41
2009,2009-09,HI,Hawaii,867,0,0,0,0,0,867
2009,2009-09,ID,Idaho,1279,0,1500,3685,26,92,7615
2009,2009-09,IL,Illinois,43429,0,6722,9425,0,434,60010
2009,2009-09,IN,Indiana,9155,0,6860,8705,170,295,25710
2009,2009-09,IA,Iowa,5119,0,29,3416,10,2,8711
2009,2009-09,KS,Kansas,0,0,3726,5308,80,244,10137
2009,2009-09,KY,Kentucky,168779,0,5913,8115,86,432,187031
2009,2009-09,LA,Louisiana,0,0,8739,14274,135,450,25613
2009,2009-09,ME,Maine,0,0,1763,3787,33,92,5887
2009,2009-09,MP,Mariana Islands,0,0,0,0,0,0,0
2009,2009-09,MD,Maryland,0,0,3241,3717,9,11,7152
2009,2009-09,MA,Massachusetts,3538,0,2181,1784,96,82,7681
2009,2009-09,MI,Michigan,14252,0,1690,12250,123,49,28759
2009,2009-09,MN,Minnesota,6866,0,4113,13734,95,185,25748
2009,2009-09,MS,Mississippi,268,0,3295,6237,71,202,12488
2009,2009-09,MO,Missouri,962,0,10959,11621,191,467,26143
2009,2009-09,MT,Montana,650,0,1808,4398,33,185,8753
2009,2009-09,NE,Nebraska,2045,0,8,2476,9,0,4638
2009,2009-09,NV,Nevada,878,0,2868,2614,0,222,6985
2009,2009-09,NH,New Hampshire,1670,0,2078,2554,0,10,6327
2009,2009-09,NJ,New Jersey,0,0,2182,1819,0,82,4083
2009,2009-09,NM,New Mexico,423,0,2873,3316,71,255,8047
2009,2009-09,NY,New York,2882,0,4246,13698,227,70,21159
2009,2009-09,NC,North Carolina,11505,0,183,10168,118,123,25737
2009,2009-09,ND,North Dakota,758,0,643,2787,9,32,4419
2009,2009-09,OH,Ohio,0,0,12947,12103,338,587,27796
2009,2009-09,OK,Oklahoma,0,0,5729,6593,155,425,16049
2009,2009-09,OR,Oregon,62,0,5443,8675,0,323,14503
2009,2009-09,PA,Pennsylvania,189,0,0,50144,0,91,50424
2009,2009-09,PR,Puerto Rico,0,0,535,162,4,14,715
2009,2009-09,RI,Rhode Island,0,0,444,551,26,77,1098
2009,2009-09,SC,South Carolina,4187,0,4909,5215,62,174,16028
2009,2009-09,SD,South Dakota,0,0,1115,4207,20,62,5738
2009,2009-09,TN,Tennessee,5863,0,11365,9855,0,445,27528
2009,2009-09,TX,Texas,9313,0,21498,33233,411,1426,74929
2009,2009-09,UT,Utah,10164,0,2013,3448,0,124,15749
2009,2009-09,VT,Vermont,0,0,634,1353,15,26,2028
2009,2009-09,VI,Virgin Islands,125,0,21,0,0,1,147
2009,2009-09,VA,Virginia,0,0,9887,11211,0,327,21425
2009,2009-09,WA,Washington,5793,0,7347,8666,196,343,24405
2009,2009-09,WV,West Virginia,62,0,3374,5763,64,253,12343
2009,2009-09,WI,Wisconsin,0,0,4682,12645,88,6,17700
2009,2009-09,WY,Wyoming,442,0,1015,1813,17,71,3804
2009,2009-08,AL,Alabama,387,0,8680,11371,138,425,24123
2009,2009-08,AK,Alaska,0,0,1777,2712,56,119,5076
2009,2009-08,AZ,Arizona,2689,0,5539,5189,142,254,14956
2009,2009-08,AR,Arkansas,3176,0,3682,4827,40,234,14319
2009,2009-08,CA,California,27339,0,17376,21212,0,0,65927
2009,2009-08,CO,Colorado,0,0,9391,9936,0,3455,22782
2009,2009-08,CT,Connecticut,8631,0,3486,2936,16,0,15081
2009,2009-08,DE,Delaware,0,0,699,808,11,27,1545
2009,2009-08,DC,District of Columbia,0,0,30,0,0,0,31
2009,2009-08,FL,Florida,0,0,24043,13398,0,1167,40232
2009,2009-08,GA,Georgia,7877,0,7279,6932,81,297,25045
2009,2009-08,GU,Guam,0,0,20,19,2,1,42
2009,2009-08,HI,Hawaii,687,0,0,0,0,0,687
2009,2009-08,ID,Idaho,1320,0,1510,3112,23,102,6930
2009,2009-08,IL,Illinois,38289,0,6978,9265,0,380,54912
2009,2009-08,IN,Indiana,1733,0,7900,8544,201,316,19136
2009,2009-08,IA,Iowa,4451,0,32,2608,15,6,7213
2009,2009-08,KS,Kansas,0,0,4333,5339,120,284,10762
2009,2009-08,KY,Kentucky,165893,0,5978,7073,91,424,182433
2009,2009-08,LA,Louisiana,0,0,6833,9223,114,289,18088
2009,2009-08,ME,Maine,0,0,1544,2572,25,75,4406
2009,2009-08,MP,Mariana Islands,0,0,0,0,0,0,0
2009,2009-08,MD,Maryland,0,0,2939,3317,9,6,6379
2009,2009-08,MA,Massachusetts,3088,0,1978,1426,131,59,6682
2009,2009-08,MI,Michigan,14093,0,1905,9943,130,51,26423
2009,2009-08,MN,Minnesota,5845,0,4483,10322,112,168,21487
2009,2009-08,MS,Mississippi,252,0,3621,5482,61,192,11702
2009,2009-08,MO,Missouri,1142,0,11415,11302,196,505,26207
2009,2009-08,MT,Montana,690,0,1999,4069,32,140,8311
2009,2009-08,NE,Nebraska,1895,0,7,2105,5,2,4108
2009,2009-08,NV,Nevada,856,0,3342,2822,0,232,7597
2009,2009-08,NH,New Hampshire,1907,0,1920,2184,0,2,6019
2009,2009-08,NJ,New Jersey,0,0,2368,1724,0,77,4172
2009,2009-08,NM,New Mexico,642,0,3127,3238,68,284,8333
2009,2009-08,NY,New York,3087,0,3989,9924,202,78,17289
2009,2009-08,NC,North Carolina,11878,0,193,9260,149,107,24625
2009,2009-08,ND,North Dakota,266,0,634,2335,11,29,3439
2009,2009-08,OH,Ohio,0,0,12895,11300,367,526,26574
2009,2009-08,OK,Oklahoma,0,0,6981,6726,160,447,17083
2009,2009-08,OR,Oregon,29,0,5231,6588,0,356,12204
2009,2009-08,PA,Pennsylvania,177,0,0,44637,0,103,44917
2009,2009-08,PR,Puerto Rico,0,0,504,162,9,14,689
2009,2009-08,RI,Rhode Island,0,0,480,402,15,71,968
2009,2009-08,SC,South Carolina,4445,0,5034,4635,56,151,15567
2009,2009-08,SD,South Dakota,0,0,1054,3326,26,72,4757
2009,2009-08,TN,Tennessee,34101,0,11855,9296,0,514,55766
2009,2009-08,TX,Texas,15638,0,24624,30487,523,1350,80589
2009,2009-08,UT,Utah,15296,0,1856,2941,0,98,20191
2009,2009-08,VT,Vermont,0,0,671,927,9,37,1644
2009,2009-08,VI,Virgin Islands,117,0,15,3,0,1,136
2009,2009-08,VA,Virginia,0,0,10372,10198,0,312,20882
2009,2009-08,WA,Washington,5184,0,7816,8045,207,331,23384
2009,2009-08,WV,West Virginia,4,0,3509,4396,63,232,10435
2009,2009-08,WI,Wisconsin,0,0,4500,9966,93,7,14794
2009,2009-08,WY,Wyoming,523,0,1106,1746,12,56,3800
2009,2009-07,AL,Alabama,395,0,8101,8815,149,409,21001
2009,2009-07,AK,Alaska,0,0,1710,2072,69,81,4263
2009,2009-07,AZ,Arizona,4687,0,5554,4386,155,233,16099
2009,2009-07,AR,Arkansas,4196,0,3540,3779,52,189,14074
